Date, Open, High, Low, Close
11/07/22, 1618.14, 1618.14, 1618.14, 1618.14
11/04/22, 1601.27, 1601.27, 1601.27, 1601.27
11/03/22, 1559.55, 1559.55, 1559.55, 1559.55
11/02/22, 1545.19, 1573.97, 1545.19, 1573.97
10/31/22, 1536.28, 1536.28, 1536.28, 1536.28
10/28/22, 1508.70, 1508.70, 1508.70, 1508.70
10/27/22, 1506.74, 1506.74, 1506.74, 1506.74
10/26/22, 1487.60, 1487.60, 1487.60, 1487.60
10/25/22, 1444.02, 1444.02, 1444.02, 1444.02
10/24/22, 1433.21, 1433.21, 1433.21, 1433.21
10/21/22, 1411.62, 1411.62, 1411.62, 1411.62
10/20/22, 1426.52, 1426.52, 1426.52, 1426.52
10/19/22, 1397.66, 1397.66, 1397.66, 1397.66
10/18/22, 1427.68, 1427.68, 1427.68, 1427.68
10/17/22, 1414.06, 1414.06, 1414.06, 1414.06
10/14/22, 1397.23, 1397.23, 1397.23, 1397.23
10/13/22, 1358.50, 1358.50, 1358.50, 1358.50
10/12/22, 1377.19, 1377.19, 1377.19, 1377.19
10/11/22, 1381.84, 1381.84, 1381.84, 1381.84
10/10/22, 1379.49, 1379.49, 1379.49, 1379.49
10/07/22, 1405.21, 1405.21, 1405.21, 1405.21
10/06/22, 1417.82, 1417.82, 1417.82, 1417.82
10/05/22, 1419.12, 1419.12, 1419.12, 1419.12
10/04/22, 1449.81, 1449.81, 1449.81, 1449.81
10/03/22, 1386.96, 1386.96, 1386.96, 1386.96
09/30/22, 1377.91, 1377.91, 1377.91, 1377.91
09/29/22, 1380.10, 1380.10, 1380.10, 1380.10
09/28/22, 1435.37, 1435.37, 1435.37, 1435.37
09/27/22, 1458.81, 1458.81, 1458.81, 1458.81
09/26/22, 1433.08, 1433.08, 1433.08, 1433.08
09/23/22, 1457.78, 1457.78, 1457.78, 1457.78
09/22/22, 1518.19, 1518.19, 1518.19, 1518.19
09/21/22, 1509.32, 1509.32, 1509.32, 1509.32
09/20/22, 1497.41, 1497.41, 1497.41, 1497.41
09/19/22, 1527.25, 1527.25, 1527.25, 1527.25
09/16/22, 1501.91, 1501.91, 1501.91, 1501.91
09/15/22, 1539.75, 1539.75, 1539.75, 1539.75
09/14/22, 1528.29, 1528.29, 1528.29, 1528.29
09/13/22, 1519.35, 1519.35, 1519.35, 1519.35
09/12/22, 1561.97, 1561.97, 1561.97, 1561.97
09/09/22, 1534.68, 1534.68, 1534.68, 1534.68
09/08/22, 1473.18, 1473.18, 1473.18, 1473.18
09/07/22, 1469.42, 1469.42, 1469.42, 1469.42
09/06/22, 1452.86, 1452.86, 1452.86, 1452.86
09/05/22, 1492.06, 1492.06, 1492.06, 1492.06
09/02/22, 1505.75, 1505.75, 1505.75, 1505.75
09/01/22, 1462.59, 1462.59, 1462.59, 1462.59
08/31/22, 1528.22, 1528.22, 1528.22, 1528.22
08/30/22, 1535.11, 1535.11, 1535.11, 1535.11
08/29/22, 1573.35, 1573.35, 1573.35, 1573.35
08/26/22, 1602.81, 1602.81, 1602.81, 1602.81
08/25/22, 1632.00, 1632.00, 1632.00, 1632.00
08/24/22, 1620.63, 1620.63, 1620.63, 1620.63
08/23/22, 1656.77, 1656.77, 1656.77, 1656.77
08/22/22, 1640.02, 1640.02, 1640.02, 1640.02
08/19/22, 1673.40, 1673.40, 1673.40, 1673.40
08/18/22, 1699.68, 1699.68, 1699.68, 1699.68
08/17/22, 1682.93, 1682.93, 1682.93, 1682.93
08/16/22, 1735.00, 1735.00, 1735.00, 1735.00
08/12/22, 1721.18, 1737.25, 1716.38, 1735.07
08/11/22, 1724.98, 1724.98, 1724.98, 1724.98
08/10/22, 1694.11, 1694.11, 1694.11, 1694.11
08/09/22, 1684.14, 1684.14, 1684.14, 1684.14
08/08/22, 1695.78, 1695.78, 1695.78, 1695.78
08/05/22, 1652.14, 1652.14, 1652.14, 1652.14
08/04/22, 1674.37, 1674.37, 1674.37, 1674.37
08/03/22, 1688.03, 1688.03, 1688.03, 1688.03
08/02/22, 1713.61, 1713.61, 1713.61, 1713.61
08/01/22, 1736.47, 1736.47, 1736.47, 1736.47
07/29/22, 1721.11, 1721.11, 1721.11, 1721.11
07/28/22, 1667.17, 1667.17, 1667.17, 1667.17
07/27/22, 1651.89, 1651.89, 1651.89, 1651.89
07/26/22, 1654.70, 1654.70, 1654.70, 1654.70
07/25/22, 1685.62, 1685.62, 1685.62, 1685.62
07/22/22, 1701.73, 1701.73, 1701.73, 1701.73
07/21/22, 1683.09, 1683.09, 1683.09, 1683.09
07/20/22, 1694.58, 1694.58, 1694.58, 1694.58
07/19/22, 1679.27, 1679.27, 1679.27, 1679.27
07/18/22, 1669.48, 1669.48, 1669.48, 1669.48
07/15/22, 1620.13, 1620.13, 1620.13, 1620.13
07/14/22, 1613.98, 1613.98, 1613.98, 1613.98
07/13/22, 1655.65, 1655.65, 1655.65, 1655.65
07/12/22, 1663.46, 1663.46, 1663.46, 1663.46
07/11/22, 1714.56, 1714.56, 1714.56, 1714.56
07/08/22, 1740.46, 1740.46, 1740.46, 1740.46
07/07/22, 1708.80, 1708.80, 1708.80, 1708.80
07/06/22, 1654.84, 1654.84, 1654.84, 1654.84
07/05/22, 1644.46, 1644.46, 1644.46, 1644.46
07/04/22, 1693.10, 1693.10, 1693.10, 1693.10
07/01/22, 1688.85, 1688.85, 1688.85, 1688.85
06/30/22, 1695.97, 1695.97, 1695.97, 1695.97
06/29/22, 1733.19, 1733.19, 1733.19, 1733.19
06/28/22, 1739.08, 1739.08, 1739.08, 1739.08
06/27/22, 1713.18, 1713.18, 1713.18, 1713.18
06/24/22, 1682.33, 1682.33, 1682.33, 1682.33
06/23/22, 1654.32, 1654.32, 1654.32, 1654.32
06/22/22, 1680.61, 1680.61, 1680.61, 1680.61
06/21/22, 1719.05, 1719.05, 1719.05, 1719.05
06/20/22, 1679.89, 1679.89, 1679.89, 1679.89
06/17/22, 1676.67, 1676.67, 1676.67, 1676.67
06/15/22, 1707.38, 1711.95, 1672.46, 1707.11
06/14/22, 1704.07, 1704.07, 1704.07, 1704.07
06/13/22, 1681.75, 1681.75, 1681.75, 1681.75
06/10/22, 1725.18, 1725.18, 1725.18, 1725.18
06/09/22, 1767.50, 1767.50, 1767.50, 1767.50
06/08/22, 1792.80, 1792.80, 1792.80, 1792.80
06/07/22, 1828.57, 1828.57, 1828.57, 1828.57
06/06/22, 1849.55, 1849.55, 1849.55, 1849.55
06/03/22, 1819.99, 1819.99, 1819.99, 1819.99
06/02/22, 1833.76, 1833.76, 1833.76, 1833.76
06/01/22, 1822.57, 1822.57, 1822.57, 1822.57
05/31/22, 1842.93, 1842.93, 1842.93, 1842.93
05/30/22, 1858.60, 1858.60, 1858.60, 1858.60
05/27/22, 1810.68, 1810.68, 1810.68, 1810.68
05/26/22, 1827.01, 1827.01, 1827.01, 1827.01
05/25/22, 1796.58, 1796.58, 1796.58, 1796.58
05/24/22, 1810.98, 1810.98, 1810.98, 1810.98
05/23/22, 1836.87, 1836.87, 1836.87, 1836.87
05/20/22, 1782.66, 1782.66, 1782.66, 1782.66
05/19/22, 1776.40, 1776.40, 1776.40, 1776.40
05/18/22, 1801.68, 1801.68, 1801.68, 1801.68
05/17/22, 1800.55, 1800.55, 1800.55, 1800.55
05/16/22, 1762.22, 1762.22, 1762.22, 1762.22
05/13/22, 1765.63, 1765.63, 1765.63, 1765.63
05/12/22, 1691.62, 1691.62, 1691.62, 1691.62
05/11/22, 1718.07, 1718.07, 1718.07, 1718.07
05/10/22, 1719.24, 1719.24, 1719.24, 1719.24
05/09/22, 1727.34, 1727.34, 1727.34, 1727.34
05/06/22, 1765.14, 1765.14, 1765.14, 1765.14
05/05/22, 1765.85, 1765.85, 1765.85, 1765.85
05/04/22, 1812.56, 1812.56, 1812.56, 1812.56
05/02/22, 1854.26, 1854.26, 1816.50, 1824.05
04/29/22, 1858.12, 1858.12, 1858.12, 1858.12
04/28/22, 1884.42, 1884.42, 1884.42, 1884.42
04/27/22, 1883.09, 1883.09, 1883.09, 1883.09
04/26/22, 1896.46, 1896.46, 1896.46, 1896.46
04/25/22, 1919.55, 1919.55, 1919.55, 1919.55
04/22/22, 2028.28, 2028.28, 1973.31, 1973.31
04/21/22, 2028.76, 2028.76, 2028.76, 2028.76
04/20/22, 2047.81, 2047.81, 2047.81, 2047.81
04/19/22, 2068.52, 2068.52, 2068.52, 2068.52
04/14/22, 2109.37, 2116.40, 2088.70, 2093.17
04/13/22, 2104.32, 2104.32, 2104.32, 2104.32
04/12/22, 2094.01, 2094.01, 2094.01, 2094.01
04/11/22, 2121.65, 2121.65, 2121.65, 2121.65
04/08/22, 2085.07, 2085.07, 2085.07, 2085.07
04/07/22, 2076.63, 2076.63, 2076.63, 2076.63
04/06/22, 2107.82, 2107.82, 2107.82, 2107.82
04/05/22, 2123.49, 2123.49, 2123.49, 2123.49
04/04/22, 2157.79, 2157.79, 2157.79, 2157.79
04/01/22, 2164.81, 2164.81, 2164.81, 2164.81
03/31/22, 2133.05, 2133.05, 2133.05, 2133.05
03/30/22, 2179.56, 2179.56, 2179.56, 2179.56
03/29/22, 2171.56, 2171.56, 2171.56, 2171.56
03/28/22, 2123.12, 2123.12, 2123.12, 2123.12
03/25/22, 2115.58, 2115.58, 2115.58, 2115.58
03/24/22, 2138.80, 2138.80, 2138.80, 2138.80
03/23/22, 2120.86, 2120.86, 2120.86, 2120.86
03/22/22, 2121.52, 2121.52, 2121.52, 2121.52
03/21/22, 2093.04, 2093.04, 2093.04, 2093.04
03/18/22, 2099.26, 2099.26, 2099.26, 2099.26
03/17/22, 2125.29, 2125.29, 2125.29, 2125.29
03/16/22, 2060.07, 2060.07, 2060.07, 2060.07
03/15/22, 1999.93, 1999.93, 1999.93, 1999.93
03/14/22, 1972.14, 1972.14, 1972.14, 1972.14
03/11/22, 2033.49, 2033.49, 2033.49, 2033.49
03/10/22, 1970.27, 1970.27, 1970.27, 1970.27
03/09/22, 1973.25, 1973.25, 1973.25, 1973.25
03/08/22, 1908.10, 1908.10, 1908.10, 1908.10
03/07/22, 1934.94, 1934.94, 1934.94, 1934.94
03/04/22, 1918.75, 1918.75, 1918.75, 1918.75
03/03/22, 2009.56, 2009.56, 2009.56, 2009.56
03/02/22, 2043.96, 2043.96, 2043.96, 2043.96
03/01/22, 1967.01, 1967.01, 1967.01, 1967.01
02/28/22, 1999.88, 1999.88, 1999.88, 1999.88
02/25/22, 1970.78, 1970.78, 1970.78, 1970.78
02/24/22, 1817.45, 1817.45, 1817.45, 1817.45
02/23/22, 2038.99, 2038.99, 2038.99, 2038.99
02/22/22, 2101.31, 2101.31, 2101.31, 2101.31
02/21/22, 2069.53, 2069.53, 2069.53, 2069.53
02/18/22, 2143.28, 2143.28, 2143.28, 2143.28
02/17/22, 2175.61, 2175.61, 2175.61, 2175.61
02/16/22, 2212.73, 2212.73, 2212.73, 2212.73
02/15/22, 2209.70, 2209.70, 2209.70, 2209.70
02/14/22, 2161.79, 2161.79, 2161.79, 2161.79
02/11/22, 2203.13, 2203.13, 2203.13, 2203.13
02/10/22, 2213.21, 2213.21, 2213.21, 2213.21
02/09/22, 2235.93, 2235.93, 2235.93, 2235.93
02/08/22, 2215.12, 2215.12, 2215.12, 2215.12
02/07/22, 2171.62, 2171.62, 2171.62, 2171.62
02/04/22, 2174.57, 2174.57, 2174.57, 2174.57
02/03/22, 2235.15, 2235.15, 2235.15, 2235.15
02/02/22, 2252.92, 2252.92, 2252.92, 2252.92
02/01/22, 2224.28, 2224.28, 2224.28, 2224.28
01/31/22, 2209.62, 2209.62, 2209.62, 2209.62
01/28/22, 2183.70, 2183.70, 2183.70, 2183.70
01/27/22, 2234.33, 2234.33, 2234.33, 2234.33
01/26/22, 2233.18, 2233.18, 2233.18, 2233.18
01/25/22, 2199.60, 2199.60, 2199.60, 2199.60
01/24/22, 2170.36, 2170.36, 2170.36, 2170.36
01/21/22, 2273.81, 2273.81, 2273.81, 2273.81
01/20/22, 2308.94, 2308.94, 2308.94, 2308.94
01/19/22, 2316.94, 2316.94, 2316.94, 2316.94
01/18/22, 2317.36, 2317.36, 2317.36, 2317.36
01/17/22, 2365.29, 2365.29, 2365.29, 2365.29
01/14/22, 2383.16, 2383.16, 2383.16, 2383.16
01/13/22, 2407.62, 2407.62, 2407.62, 2407.62
01/12/22, 2411.11, 2411.11, 2411.11, 2411.11
01/11/22, 2344.45, 2344.45, 2344.45, 2344.45
01/10/22, 2291.23, 2291.23, 2291.23, 2291.23
01/07/22, 2311.93, 2311.93, 2311.93, 2311.93
01/05/22, 2296.70, 2310.97, 2283.63, 2310.97
01/04/22, 2300.68, 2300.68, 2300.68, 2300.68
01/03/22, 2286.50, 2286.50, 2286.50, 2286.50
12/30/21, 2263.39, 2266.92, 2247.73, 2266.92
12/29/21, 2260.70, 2260.70, 2260.70, 2260.70
12/28/21, 2252.43, 2252.43, 2252.43, 2252.43
12/27/21, 2226.24, 2226.24, 2226.24, 2226.24
12/23/21, 2215.19, 2228.64, 2213.67, 2225.80
12/22/21, 2212.32, 2212.32, 2212.32, 2212.32
12/21/21, 2185.47, 2185.47, 2185.47, 2185.47
12/20/21, 2189.91, 2189.91, 2189.91, 2189.91
12/17/21, 2194.56, 2194.56, 2194.56, 2194.56
12/16/21, 2213.89, 2213.89, 2213.89, 2213.89
12/15/21, 2161.04, 2161.04, 2161.04, 2161.04
12/14/21, 2211.81, 2211.81, 2211.81, 2211.81
12/13/21, 2214.38, 2214.38, 2214.38, 2214.38
12/10/21, 2213.78, 2213.78, 2213.78, 2213.78
12/09/21, 2212.81, 2212.81, 2212.81, 2212.81
12/08/21, 2219.62, 2219.62, 2219.62, 2219.62
12/07/21, 2231.12, 2231.12, 2231.12, 2231.12
12/06/21, 2190.67, 2190.67, 2190.67, 2190.67
12/03/21, 2179.71, 2179.71, 2179.71, 2179.71
12/02/21, 2201.86, 2201.86, 2201.86, 2201.86
12/01/21, 2217.18, 2217.18, 2217.18, 2217.18
11/30/21, 2194.37, 2194.37, 2194.37, 2194.37
11/29/21, 2148.62, 2148.62, 2148.62, 2148.62
11/26/21, 2143.13, 2143.13, 2143.13, 2143.13
11/25/21, 2229.44, 2229.44, 2229.44, 2229.44
11/24/21, 2239.75, 2239.75, 2239.75, 2239.75
11/23/21, 2261.15, 2261.15, 2261.15, 2261.15
11/22/21, 2247.82, 2247.82, 2247.82, 2247.82
11/19/21, 2248.18, 2248.18, 2248.18, 2248.18
11/18/21, 2271.31, 2271.31, 2271.31, 2271.31
11/17/21, 2317.49, 2317.49, 2317.49, 2317.49
11/16/21, 2340.03, 2340.03, 2340.03, 2340.03
11/15/21, 2335.04, 2335.04, 2335.04, 2335.04
11/12/21, 2358.23, 2358.23, 2358.23, 2358.23
11/10/21, 2393.48, 2407.83, 2355.75, 2366.59
11/09/21, 2395.05, 2395.05, 2395.05, 2395.05
11/08/21, 2423.92, 2423.92, 2423.92, 2423.92
11/05/21, 2439.16, 2439.16, 2439.16, 2439.16
11/04/21, 2438.80, 2438.80, 2438.80, 2438.80
11/03/21, 2380.11, 2380.11, 2380.11, 2380.11
11/02/21, 2407.53, 2407.53, 2407.53, 2407.53
10/29/21, 2390.05, 2421.65, 2377.84, 2405.05
10/28/21, 2392.67, 2392.67, 2392.67, 2392.67
10/27/21, 2404.82, 2404.82, 2404.82, 2404.82
10/26/21, 2425.29, 2425.29, 2425.29, 2425.29
10/25/21, 2427.19, 2427.19, 2427.19, 2427.19
10/22/21, 2417.09, 2417.09, 2417.09, 2417.09
10/21/21, 2427.35, 2427.35, 2427.35, 2427.35
10/20/21, 2443.11, 2443.11, 2443.11, 2443.11
10/19/21, 2447.54, 2447.54, 2447.54, 2447.54
10/18/21, 2459.81, 2459.81, 2459.81, 2459.81
10/15/21, 2453.98, 2453.98, 2453.98, 2453.98
10/14/21, 2459.50, 2459.50, 2459.50, 2459.50
10/13/21, 2451.89, 2451.89, 2451.89, 2451.89
10/12/21, 2472.33, 2472.33, 2472.33, 2472.33
10/11/21, 2457.36, 2457.36, 2457.36, 2457.36
10/08/21, 2411.12, 2411.12, 2411.12, 2411.12
10/07/21, 2359.54, 2359.54, 2359.54, 2359.54
10/06/21, 2349.46, 2349.46, 2349.46, 2349.46
10/05/21, 2364.72, 2364.72, 2364.72, 2364.72
10/04/21, 2338.09, 2338.09, 2338.09, 2338.09
10/01/21, 2327.88, 2327.88, 2327.88, 2327.88
09/30/21, 2310.29, 2310.29, 2310.29, 2310.29
09/29/21, 2290.97, 2290.97, 2290.97, 2290.97
09/28/21, 2275.68, 2275.68, 2275.68, 2275.68
09/27/21, 2292.47, 2292.47, 2292.47, 2292.47
09/24/21, 2299.18, 2299.18, 2299.18, 2299.18
09/23/21, 2320.51, 2320.51, 2320.51, 2320.51
09/22/21, 2334.10, 2334.10, 2334.10, 2334.10
09/21/21, 2278.11, 2278.11, 2278.11, 2278.11
09/20/21, 2272.52, 2272.52, 2272.52, 2272.52
09/17/21, 2333.01, 2333.01, 2333.01, 2333.01
09/16/21, 2357.28, 2357.28, 2357.28, 2357.28
09/15/21, 2355.23, 2355.23, 2355.23, 2355.23
09/14/21, 2376.01, 2376.01, 2376.01, 2376.01
09/13/21, 2387.74, 2387.74, 2387.74, 2387.74
09/10/21, 2360.70, 2360.70, 2360.70, 2360.70
09/09/21, 2356.39, 2356.39, 2356.39, 2356.39
09/08/21, 2364.63, 2364.63, 2364.63, 2364.63
09/07/21, 2394.79, 2394.79, 2394.79, 2394.79
09/06/21, 2416.38, 2416.38, 2416.38, 2416.38
09/03/21, 2380.82, 2380.82, 2380.82, 2380.82
09/02/21, 2391.94, 2391.94, 2391.94, 2391.94
09/01/21, 2371.16, 2371.16, 2371.16, 2371.16
08/31/21, 2368.03, 2368.03, 2368.03, 2368.03
08/30/21, 2350.23, 2350.23, 2350.23, 2350.23
08/27/21, 2323.77, 2323.77, 2323.77, 2323.77
08/26/21, 2309.44, 2309.44, 2309.44, 2309.44
08/25/21, 2325.19, 2325.19, 2325.19, 2325.19
08/24/21, 2300.90, 2300.90, 2300.90, 2300.90
08/23/21, 2287.52, 2287.52, 2287.52, 2287.52
08/20/21, 2255.56, 2255.56, 2255.56, 2255.56
08/19/21, 2260.02, 2260.02, 2260.02, 2260.02
08/18/21, 2284.97, 2284.97, 2284.97, 2284.97
08/17/21, 2300.04, 2300.04, 2300.04, 2300.04
08/16/21, 2282.10, 2282.10, 2282.10, 2282.10
08/13/21, 2302.03, 2302.03, 2302.03, 2302.03
08/12/21, 2297.72, 2297.72, 2297.72, 2297.72
08/11/21, 2283.69, 2283.69, 2283.69, 2283.69
08/10/21, 2277.23, 2277.23, 2277.23, 2277.23
08/09/21, 2274.48, 2274.48, 2274.48, 2274.48
08/06/21, 2273.89, 2273.89, 2273.89, 2273.89
08/05/21, 2270.67, 2270.67, 2270.67, 2270.67
08/04/21, 2272.09, 2272.09, 2272.09, 2272.09
08/03/21, 2257.73, 2257.73, 2257.73, 2257.73
08/02/21, 2253.28, 2253.28, 2253.28, 2253.28
07/30/21, 2253.45, 2253.45, 2253.45, 2253.45
07/29/21, 2265.69, 2265.69, 2265.69, 2265.69
07/28/21, 2245.76, 2245.76, 2245.76, 2245.76
07/27/21, 2224.59, 2224.59, 2224.59, 2224.59
07/26/21, 2240.65, 2240.65, 2240.65, 2240.65
07/23/21, 2242.41, 2242.41, 2242.41, 2242.41
07/22/21, 2229.86, 2229.86, 2229.86, 2229.86
07/21/21, 2241.97, 2241.97, 2241.97, 2241.97
07/20/21, 2221.28, 2221.28, 2221.28, 2221.28
07/19/21, 2205.86, 2205.86, 2205.86, 2205.86
07/16/21, 2258.10, 2258.10, 2258.10, 2258.10
07/15/21, 2260.49, 2260.49, 2260.49, 2260.49
07/14/21, 2268.57, 2268.57, 2268.57, 2268.57
07/13/21, 2264.26, 2264.26, 2264.26, 2264.26
07/12/21, 2255.48, 2255.48, 2255.48, 2255.48
07/09/21, 2251.78, 2251.78, 2251.78, 2251.78
07/08/21, 2234.60, 2234.60, 2234.60, 2234.60
07/07/21, 2285.79, 2285.79, 2285.79, 2285.79
07/06/21, 2228.46, 2228.46, 2228.46, 2228.46
07/05/21, 2258.82, 2258.82, 2258.82, 2258.82
07/02/21, 2252.18, 2252.18, 2252.18, 2252.18
07/01/21, 2250.58, 2250.58, 2250.58, 2250.58
06/30/21, 2218.41, 2218.41, 2218.41, 2218.41
06/29/21, 2258.24, 2258.24, 2258.24, 2258.24
06/28/21, 2285.81, 2285.81, 2285.81, 2285.81
06/25/21, 2282.46, 2282.46, 2282.46, 2282.46
06/24/21, 2273.11, 2273.11, 2273.11, 2273.11
06/23/21, 2233.70, 2233.70, 2233.70, 2233.70
06/22/21, 2220.53, 2220.53, 2220.53, 2220.53
06/21/21, 2219.45, 2219.45, 2219.45, 2219.45
06/18/21, 2220.68, 2220.68, 2220.68, 2220.68
06/17/21, 2211.58, 2211.58, 2211.58, 2211.58
06/16/21, 2225.27, 2225.27, 2225.27, 2225.27
06/15/21, 2230.37, 2230.37, 2230.37, 2230.37
06/14/21, 2253.20, 2253.20, 2253.20, 2253.20
06/11/21, 2224.67, 2224.67, 2224.67, 2224.67
06/10/21, 2236.89, 2236.89, 2236.89, 2236.89
06/09/21, 2218.45, 2218.45, 2218.45, 2218.45
06/08/21, 2237.61, 2237.61, 2237.61, 2237.61
06/07/21, 2246.63, 2246.63, 2246.63, 2246.63
06/04/21, 2254.59, 2254.59, 2254.59, 2254.59
06/02/21, 2234.69, 2253.32, 2233.99, 2252.26
06/01/21, 2233.37, 2233.37, 2233.37, 2233.37
05/31/21, 2233.36, 2233.36, 2233.36, 2233.36
05/28/21, 2236.31, 2236.31, 2236.31, 2236.31
05/27/21, 2207.47, 2207.47, 2207.47, 2207.47
05/26/21, 2164.89, 2164.89, 2164.89, 2164.89
05/25/21, 2153.78, 2153.78, 2153.78, 2153.78
05/24/21, 2134.18, 2134.18, 2134.18, 2134.18
05/21/21, 2139.06, 2139.06, 2139.06, 2139.06
05/20/21, 2131.18, 2131.18, 2131.18, 2131.18
05/19/21, 2115.15, 2115.15, 2115.15, 2115.15
05/18/21, 2136.54, 2136.54, 2136.54, 2136.54
05/17/21, 2128.49, 2128.49, 2128.49, 2128.49
05/14/21, 2092.80, 2092.80, 2092.80, 2092.80
05/13/21, 2089.32, 2089.32, 2089.32, 2089.32
05/12/21, 2091.39, 2091.39, 2091.39, 2091.39
05/11/21, 2110.48, 2110.48, 2110.48, 2110.48
05/10/21, 2115.70, 2115.70, 2115.70, 2115.70
05/07/21, 2097.31, 2097.31, 2097.31, 2097.31
05/06/21, 2046.67, 2046.67, 2046.67, 2046.67
05/05/21, 2047.36, 2047.36, 2047.36, 2047.36
05/04/21, 2004.04, 2004.04, 2004.04, 2004.04
04/30/21, 2061.00, 2065.47, 2037.20, 2037.59
04/29/21, 2050.69, 2050.69, 2050.69, 2050.69
04/28/21, 2029.64, 2029.64, 2029.64, 2029.64
04/27/21, 1998.92, 1998.92, 1998.92, 1998.92
04/26/21, 2005.10, 2005.10, 2005.10, 2005.10
04/23/21, 1986.63, 1986.63, 1986.63, 1986.63
04/22/21, 1989.73, 1989.73, 1989.73, 1989.73
04/21/21, 1982.40, 1982.40, 1982.40, 1982.40
04/20/21, 1987.76, 1987.76, 1987.76, 1987.76
04/19/21, 1998.99, 1998.99, 1998.99, 1998.99
04/16/21, 2012.27, 2012.27, 2012.27, 2012.27
04/15/21, 2019.29, 2019.29, 2019.29, 2019.29
04/14/21, 2011.96, 2011.96, 2011.96, 2011.96
04/13/21, 1974.73, 1974.73, 1974.73, 1974.73
04/12/21, 1982.58, 1982.58, 1982.58, 1982.58
04/09/21, 1975.11, 1975.11, 1975.11, 1975.11
04/08/21, 1980.32, 1980.32, 1980.32, 1980.32
04/07/21, 1998.73, 1998.73, 1998.73, 1998.73
04/06/21, 2012.87, 2012.87, 2012.87, 2012.87
04/01/21, 1942.53, 1959.19, 1937.14, 1954.38
03/31/21, 1938.84, 1938.84, 1938.84, 1938.84
03/30/21, 1942.32, 1942.32, 1942.32, 1942.32
03/29/21, 1953.02, 1953.02, 1953.02, 1953.02
03/26/21, 1918.71, 1918.71, 1918.71, 1918.71
03/25/21, 1876.85, 1876.85, 1876.85, 1876.85
03/24/21, 1899.95, 1899.95, 1899.95, 1899.95
03/23/21, 1923.55, 1923.55, 1923.55, 1923.55
03/22/21, 1929.12, 1929.12, 1929.12, 1929.12
03/19/21, 1927.56, 1927.56, 1927.56, 1927.56
03/18/21, 1960.75, 1960.75, 1960.75, 1960.75
03/17/21, 1939.01, 1939.01, 1939.01, 1939.01
03/16/21, 1981.41, 1981.41, 1981.41, 1981.41
03/15/21, 2001.24, 2001.24, 2001.24, 2001.24
03/12/21, 2006.11, 2006.11, 2006.11, 2006.11
03/11/21, 1994.38, 1994.38, 1994.38, 1994.38
03/10/21, 2003.55, 2003.55, 2003.55, 2003.55
03/09/21, 1994.18, 1994.18, 1994.18, 1994.18
03/08/21, 1965.25, 1965.25, 1965.25, 1965.25
03/05/21, 1939.59, 1939.59, 1939.59, 1939.59
03/04/21, 1944.86, 1944.86, 1944.86, 1944.86
03/03/21, 1943.24, 1943.24, 1943.24, 1943.24
03/02/21, 1959.52, 1959.52, 1959.52, 1959.52
03/01/21, 1949.57, 1949.57, 1949.57, 1949.57
02/26/21, 1907.28, 1907.28, 1907.28, 1907.28
02/25/21, 1936.47, 1936.47, 1936.47, 1936.47
