"mic","symbol","isin","date","open_value","high_value","low_value","last_value","change_prev_close_percentage","turnover"
"XLJU","SBITOP","SI0026109882","2022-09-26",1024.24,1025.75,994.87,995.05,-2.71,1612018.15
"XLJU","SBITOP","SI0026109882","2022-09-23",1040.65,1040.65,1022.07,1022.81,-1.71,1315739.30
"XLJU","SBITOP","SI0026109882","2022-09-22",1053.84,1053.84,1040.65,1040.65,-1.19,911927.40
"XLJU","SBITOP","SI0026109882","2022-09-21",1060.88,1062.74,1050.99,1053.16,-0.73,964500.00
"XLJU","SBITOP","SI0026109882","2022-09-20",1062.66,1065.72,1060.53,1060.88,-0.32,740716.80
"XLJU","SBITOP","SI0026109882","2022-09-19",1076.85,1077.04,1063.57,1064.29,-1.17,792156.90
"XLJU","SBITOP","SI0026109882","2022-09-16",1084.56,1086.33,1071.52,1076.85,-0.65,2117342.40
"XLJU","SBITOP","SI0026109882","2022-09-15",1076.47,1088.47,1076.47,1083.88,0.54,916844.20
"XLJU","SBITOP","SI0026109882","2022-09-14",1086.66,1086.66,1075.10,1078.08,-0.73,536879.40
"XLJU","SBITOP","SI0026109882","2022-09-13",1080.47,1089.00,1080.47,1086.04,0.65,458283.70
"XLJU","SBITOP","SI0026109882","2022-09-12",1074.37,1085.48,1069.97,1079.01,0.52,618348.20
"XLJU","SBITOP","SI0026109882","2022-09-09",1067.80,1074.07,1066.47,1073.41,1.01,848731.30
"XLJU","SBITOP","SI0026109882","2022-09-08",1069.50,1069.50,1061.00,1062.67,-0.61,1056839.70
"XLJU","SBITOP","SI0026109882","2022-09-07",1091.97,1092.50,1065.99,1069.16,-2.22,1328776.40
"XLJU","SBITOP","SI0026109882","2022-09-06",1093.73,1096.78,1088.43,1093.43,-0.08,944940.30
"XLJU","SBITOP","SI0026109882","2022-09-05",1108.18,1111.44,1092.13,1094.35,-1.25,1035901.70
"XLJU","SBITOP","SI0026109882","2022-09-02",1118.81,1120.01,1108.18,1108.18,-0.90,783783.00
"XLJU","SBITOP","SI0026109882","2022-09-01",1129.19,1129.19,1118.27,1118.27,-1.01,1162253.20
"XLJU","SBITOP","SI0026109882","2022-08-31",1134.44,1138.87,1128.81,1129.73,-0.35,1817067.50
"XLJU","SBITOP","SI0026109882","2022-08-30",1122.18,1134.67,1122.03,1133.71,0.90,859981.90
"XLJU","SBITOP","SI0026109882","2022-08-29",1144.59,1144.59,1117.16,1123.65,-1.88,1109662.30
"XLJU","SBITOP","SI0026109882","2022-08-26",1155.17,1156.32,1143.63,1145.17,-0.87,780706.90
"XLJU","SBITOP","SI0026109882","2022-08-25",1157.23,1160.35,1152.76,1155.17,-0.12,1279808.40
"XLJU","SBITOP","SI0026109882","2022-08-24",1157.31,1162.70,1154.96,1156.55,-0.02,523709.10
"XLJU","SBITOP","SI0026109882","2022-08-23",1170.33,1170.33,1156.73,1156.73,-1.35,1387925.90
"XLJU","SBITOP","SI0026109882","2022-08-22",1171.49,1175.60,1171.37,1172.53,0.11,769322.50
"XLJU","SBITOP","SI0026109882","2022-08-19",1166.23,1173.16,1165.90,1171.29,0.24,527376.20
"XLJU","SBITOP","SI0026109882","2022-08-18",1167.97,1173.90,1167.62,1168.43,-0.04,445157.90
"XLJU","SBITOP","SI0026109882","2022-08-17",1173.39,1179.33,1168.93,1168.93,-0.38,1090489.20
"XLJU","SBITOP","SI0026109882","2022-08-16",1174.43,1176.37,1171.32,1173.39,0.04,1347062.60
"XLJU","SBITOP","SI0026109882","2022-08-12",1172.14,1177.25,1171.12,1172.97,0.03,1320539.30
"XLJU","SBITOP","SI0026109882","2022-08-11",1168.18,1173.24,1167.75,1172.67,0.38,785430.00
"XLJU","SBITOP","SI0026109882","2022-08-10",1165.30,1168.18,1164.23,1168.18,0.44,259510.40
"XLJU","SBITOP","SI0026109882","2022-08-09",1161.69,1172.70,1161.69,1163.10,0.06,1117973.00
"XLJU","SBITOP","SI0026109882","2022-08-08",1161.71,1166.18,1158.63,1162.42,0.11,1461039.60
"XLJU","SBITOP","SI0026109882","2022-08-05",1152.22,1168.19,1152.22,1161.10,0.72,1034612.70
"XLJU","SBITOP","SI0026109882","2022-08-04",1144.58,1154.05,1144.58,1152.75,1.01,838859.90
"XLJU","SBITOP","SI0026109882","2022-08-03",1152.07,1153.30,1136.84,1141.23,-0.43,800998.30
"XLJU","SBITOP","SI0026109882","2022-08-02",1159.13,1160.98,1146.21,1146.21,-1.11,882055.00
"XLJU","SBITOP","SI0026109882","2022-08-01",1144.66,1160.58,1144.32,1159.13,1.59,792631.50
"XLJU","SBITOP","SI0026109882","2022-07-29",1138.99,1147.34,1137.01,1140.99,0.23,1481121.60
"XLJU","SBITOP","SI0026109882","2022-07-28",1127.98,1139.88,1127.40,1138.41,0.92,1418611.00
"XLJU","SBITOP","SI0026109882","2022-07-27",1126.79,1132.31,1125.54,1127.98,0.21,1182508.70
"XLJU","SBITOP","SI0026109882","2022-07-26",1124.35,1129.29,1122.72,1125.63,0.38,1068068.60
"XLJU","SBITOP","SI0026109882","2022-07-25",1123.99,1131.18,1121.42,1121.42,-0.04,963054.70
"XLJU","SBITOP","SI0026109882","2022-07-22",1119.20,1124.79,1119.20,1121.85,0.21,1578731.50
"XLJU","SBITOP","SI0026109882","2022-07-21",1119.39,1122.76,1117.05,1119.49,0.04,1447147.60
"XLJU","SBITOP","SI0026109882","2022-07-20",1117.11,1127.27,1117.11,1119.07,0.18,776161.40
"XLJU","SBITOP","SI0026109882","2022-07-19",1137.33,1139.54,1117.11,1117.11,-1.82,690977.60
"XLJU","SBITOP","SI0026109882","2022-07-18",1141.10,1143.69,1137.14,1137.87,-0.09,1837090.60
"XLJU","SBITOP","SI0026109882","2022-07-15",1140.73,1144.10,1135.23,1138.90,-0.12,1330485.10
"XLJU","SBITOP","SI0026109882","2022-07-14",1140.63,1145.28,1139.10,1140.25,0.10,1594023.00
"XLJU","SBITOP","SI0026109882","2022-07-13",1140.96,1142.18,1134.29,1139.16,-0.03,746829.30
"XLJU","SBITOP","SI0026109882","2022-07-12",1141.74,1141.74,1134.69,1139.49,0.01,1117609.70
"XLJU","SBITOP","SI0026109882","2022-07-11",1133.34,1142.18,1133.34,1139.34,0.61,1330325.60
"XLJU","SBITOP","SI0026109882","2022-07-08",1127.24,1133.96,1123.42,1132.38,0.60,1289902.30
"XLJU","SBITOP","SI0026109882","2022-07-07",1118.65,1129.71,1118.40,1125.63,0.68,1194822.90
"XLJU","SBITOP","SI0026109882","2022-07-06",1113.21,1120.52,1113.21,1118.02,0.46,779612.10
"XLJU","SBITOP","SI0026109882","2022-07-05",1122.17,1122.17,1110.63,1112.92,-0.17,1178321.90
"XLJU","SBITOP","SI0026109882","2022-07-04",1122.43,1128.68,1114.84,1114.84,-0.34,1461225.00
"XLJU","SBITOP","SI0026109882","2022-07-01",1119.07,1120.70,1113.96,1118.60,0.01,1349765.10
"XLJU","SBITOP","SI0026109882","2022-06-30",1135.75,1138.13,1118.45,1118.45,-1.27,949217.50
"XLJU","SBITOP","SI0026109882","2022-06-29",1138.51,1144.45,1132.28,1132.81,-0.48,842551.90
"XLJU","SBITOP","SI0026109882","2022-06-28",1134.25,1140.32,1133.46,1138.22,0.22,873341.80
"XLJU","SBITOP","SI0026109882","2022-06-27",1128.65,1137.52,1128.37,1135.68,0.62,1111137.90
"XLJU","SBITOP","SI0026109882","2022-06-24",1131.04,1134.93,1123.43,1128.65,-0.63,1064912.35
"XLJU","SBITOP","SI0026109882","2022-06-23",1131.08,1135.86,1129.67,1135.86,0.44,1029835.70
"XLJU","SBITOP","SI0026109882","2022-06-22",1142.96,1142.96,1128.56,1130.88,-0.80,1192550.40
"XLJU","SBITOP","SI0026109882","2022-06-21",1156.71,1158.63,1137.39,1140.03,-1.00,2190416.30
"XLJU","SBITOP","SI0026109882","2022-06-20",1150.19,1155.32,1138.65,1151.58,0.35,1575252.80
"XLJU","SBITOP","SI0026109882","2022-06-17",1152.40,1154.51,1143.28,1147.51,-0.16,1031312.20
"XLJU","SBITOP","SI0026109882","2022-06-16",1148.72,1161.17,1148.72,1149.32,0.22,1680373.90
"XLJU","SBITOP","SI0026109882","2022-06-15",1148.20,1160.15,1146.32,1146.84,-0.12,1085426.90
"XLJU","SBITOP","SI0026109882","2022-06-14",1148.41,1157.99,1146.14,1148.20,-0.14,1093776.50
"XLJU","SBITOP","SI0026109882","2022-06-13",1171.17,1171.17,1142.78,1149.82,-1.85,2034426.10
"XLJU","SBITOP","SI0026109882","2022-06-10",1178.55,1185.49,1171.04,1171.50,-0.60,1544209.10
"XLJU","SBITOP","SI0026109882","2022-06-09",1169.32,1179.06,1169.32,1178.55,0.86,1056577.80
"XLJU","SBITOP","SI0026109882","2022-06-08",1168.49,1173.69,1164.95,1168.53,0.14,1815695.90
"XLJU","SBITOP","SI0026109882","2022-06-07",1167.06,1173.89,1159.77,1166.91,0.04,1260278.40
"XLJU","SBITOP","SI0026109882","2022-06-06",1154.50,1166.44,1142.89,1166.44,1.03,784109.00
"XLJU","SBITOP","SI0026109882","2022-06-03",1155.83,1157.70,1152.63,1154.50,0.02,1205898.30
"XLJU","SBITOP","SI0026109882","2022-06-02",1154.92,1165.70,1154.28,1154.28,0.02,1522196.20
"XLJU","SBITOP","SI0026109882","2022-06-01",1146.30,1157.63,1146.30,1154.00,0.71,959493.80
"XLJU","SBITOP","SI0026109882","2022-05-31",1152.97,1152.97,1143.79,1145.90,-0.54,3244327.70
"XLJU","SBITOP","SI0026109882","2022-05-30",1136.06,1152.17,1136.06,1152.17,1.74,781274.50
"XLJU","SBITOP","SI0026109882","2022-05-27",1127.21,1135.57,1127.21,1132.47,0.47,1564603.40
"XLJU","SBITOP","SI0026109882","2022-05-26",1136.33,1143.93,1127.16,1127.16,-1.13,1718453.30
"XLJU","SBITOP","SI0026109882","2022-05-25",1140.12,1144.85,1138.17,1140.09,0.06,596533.80
"XLJU","SBITOP","SI0026109882","2022-05-24",1148.24,1148.24,1139.04,1139.35,-0.69,1394088.20
"XLJU","SBITOP","SI0026109882","2022-05-23",1148.71,1154.37,1146.45,1147.22,-0.11,1063507.00
"XLJU","SBITOP","SI0026109882","2022-05-20",1133.50,1152.57,1133.50,1148.43,1.27,2399155.00
"XLJU","SBITOP","SI0026109882","2022-05-19",1131.79,1138.39,1129.99,1134.01,0.30,1191419.10
"XLJU","SBITOP","SI0026109882","2022-05-18",1135.83,1142.48,1130.59,1130.59,-0.43,1385480.90
"XLJU","SBITOP","SI0026109882","2022-05-17",1133.35,1139.01,1133.35,1135.50,0.44,1112203.10
"XLJU","SBITOP","SI0026109882","2022-05-16",1126.94,1142.04,1119.37,1130.58,1.29,1177030.60
"XLJU","SBITOP","SI0026109882","2022-05-13",1100.59,1120.13,1100.59,1116.13,1.63,1517226.70
"XLJU","SBITOP","SI0026109882","2022-05-12",1111.74,1119.10,1095.53,1098.24,-1.30,2407121.70
"XLJU","SBITOP","SI0026109882","2022-05-11",1115.17,1118.51,1107.71,1112.74,-0.15,1777172.70
"XLJU","SBITOP","SI0026109882","2022-05-10",1137.04,1140.36,1114.40,1114.40,-1.99,2674060.30
"XLJU","SBITOP","SI0026109882","2022-05-09",1150.39,1151.34,1136.73,1137.04,-0.90,1569621.50
"XLJU","SBITOP","SI0026109882","2022-05-06",1162.26,1162.26,1147.14,1147.32,-1.29,1729232.50
"XLJU","SBITOP","SI0026109882","2022-05-05",1165.56,1173.58,1161.12,1162.26,-0.26,934306.50
"XLJU","SBITOP","SI0026109882","2022-05-04",1164.17,1168.90,1160.73,1165.27,0.06,1423361.50
"XLJU","SBITOP","SI0026109882","2022-05-03",1174.53,1175.75,1164.57,1164.57,-0.63,726423.00
"XLJU","SBITOP","SI0026109882","2022-04-29",1169.26,1173.31,1164.60,1171.97,0.15,1182701.40
"XLJU","SBITOP","SI0026109882","2022-04-28",1173.16,1179.05,1167.19,1170.20,-0.20,782181.00
"XLJU","SBITOP","SI0026109882","2022-04-26",1172.52,1176.86,1168.61,1172.59,0.40,1424335.20
"XLJU","SBITOP","SI0026109882","2022-04-25",1174.87,1175.51,1165.03,1167.89,-0.66,2025562.00
"XLJU","SBITOP","SI0026109882","2022-04-22",1176.05,1182.07,1170.74,1175.64,0.10,1709600.40
"XLJU","SBITOP","SI0026109882","2022-04-21",1171.78,1174.59,1168.83,1174.51,0.63,1526164.00
"XLJU","SBITOP","SI0026109882","2022-04-20",1173.42,1174.51,1166.75,1167.15,-0.48,2251613.60
"XLJU","SBITOP","SI0026109882","2022-04-19",1173.03,1176.11,1169.52,1172.75,0.24,1228548.90
"XLJU","SBITOP","SI0026109882","2022-04-14",1171.57,1174.56,1169.17,1169.94,-0.06,1972331.10
"XLJU","SBITOP","SI0026109882","2022-04-13",1190.28,1190.28,1170.65,1170.65,-1.27,1995430.40
"XLJU","SBITOP","SI0026109882","2022-04-12",1202.18,1202.18,1181.02,1185.65,-1.19,1325044.70
"XLJU","SBITOP","SI0026109882","2022-04-11",1204.65,1204.65,1196.19,1199.87,-0.48,1461028.70
"XLJU","SBITOP","SI0026109882","2022-04-08",1202.13,1205.67,1198.40,1205.67,0.62,1473876.70
"XLJU","SBITOP","SI0026109882","2022-04-07",1205.90,1209.76,1198.27,1198.27,-0.58,1048538.70
"XLJU","SBITOP","SI0026109882","2022-04-06",1211.78,1213.78,1202.42,1205.28,-0.54,781663.90
"XLJU","SBITOP","SI0026109882","2022-04-05",1211.56,1216.40,1206.05,1211.78,0.08,1263786.70
"XLJU","SBITOP","SI0026109882","2022-04-04",1209.44,1212.60,1207.65,1210.79,0.19,1154466.10
"XLJU","SBITOP","SI0026109882","2022-04-01",1207.91,1214.26,1204.90,1208.52,0.21,1268864.50
"XLJU","SBITOP","SI0026109882","2022-03-31",1208.80,1217.76,1206.03,1206.03,-0.14,1608309.20
"XLJU","SBITOP","SI0026109882","2022-03-30",1211.64,1218.96,1206.15,1207.77,-0.29,1289625.50
"XLJU","SBITOP","SI0026109882","2022-03-29",1200.50,1212.07,1200.50,1211.24,0.87,3152457.70
"XLJU","SBITOP","SI0026109882","2022-03-28",1192.25,1209.46,1191.68,1200.81,0.55,1081465.60
"XLJU","SBITOP","SI0026109882","2022-03-25",1180.22,1195.07,1180.22,1194.29,1.03,1911202.20
"XLJU","SBITOP","SI0026109882","2022-03-24",1195.27,1204.26,1174.97,1182.10,-1.13,1124450.00
"XLJU","SBITOP","SI0026109882","2022-03-23",1221.76,1229.21,1195.56,1195.56,-2.10,2428361.20
"XLJU","SBITOP","SI0026109882","2022-03-22",1219.77,1233.76,1219.77,1221.19,0.75,2094878.00
"XLJU","SBITOP","SI0026109882","2022-03-21",1179.91,1216.94,1179.91,1212.05,2.80,2649217.80
"XLJU","SBITOP","SI0026109882","2022-03-18",1150.99,1187.41,1150.99,1179.05,2.52,3139834.30
"XLJU","SBITOP","SI0026109882","2022-03-17",1127.61,1173.71,1127.61,1150.06,2.01,3354913.40
"XLJU","SBITOP","SI0026109882","2022-03-16",1091.65,1127.43,1091.65,1127.43,3.67,3154316.80
"XLJU","SBITOP","SI0026109882","2022-03-15",1087.88,1094.28,1086.83,1087.52,-0.13,2050548.80
"XLJU","SBITOP","SI0026109882","2022-03-14",1085.38,1096.88,1084.34,1088.91,0.64,2596363.90
"XLJU","SBITOP","SI0026109882","2022-03-11",1079.66,1096.13,1079.66,1082.01,0.17,2514337.40
"XLJU","SBITOP","SI0026109882","2022-03-10",1071.62,1090.35,1071.62,1080.17,0.96,3488244.70
"XLJU","SBITOP","SI0026109882","2022-03-09",1052.88,1075.46,1052.88,1069.94,1.49,2629612.20
"XLJU","SBITOP","SI0026109882","2022-03-08",1076.71,1077.38,1052.66,1054.20,-2.16,3264627.10
"XLJU","SBITOP","SI0026109882","2022-03-07",1116.39,1118.07,1047.76,1077.44,-3.53,5922087.70
"XLJU","SBITOP","SI0026109882","2022-03-04",1150.84,1155.49,1116.51,1116.83,-2.91,4754822.90
"XLJU","SBITOP","SI0026109882","2022-03-03",1136.35,1161.02,1136.35,1150.28,1.26,3324559.90
"XLJU","SBITOP","SI0026109882","2022-03-02",1121.03,1148.40,1120.48,1136.00,1.29,4495250.10
"XLJU","SBITOP","SI0026109882","2022-03-01",1093.91,1123.02,1090.18,1121.55,2.53,4461398.80
"XLJU","SBITOP","SI0026109882","2022-02-28",1159.49,1159.49,1074.48,1093.91,-5.67,7768496.60
"XLJU","SBITOP","SI0026109882","2022-02-25",1113.69,1165.22,1111.73,1159.68,4.13,6488549.00
"XLJU","SBITOP","SI0026109882","2022-02-24",1200.12,1200.12,1089.67,1113.69,-7.35,6682705.00
"XLJU","SBITOP","SI0026109882","2022-02-23",1217.78,1217.78,1196.71,1201.99,-1.80,3221574.50
"XLJU","SBITOP","SI0026109882","2022-02-22",1246.70,1246.70,1198.05,1224.05,-1.88,3529622.80
"XLJU","SBITOP","SI0026109882","2022-02-21",1268.15,1276.40,1245.92,1247.48,-1.72,1030145.30
"XLJU","SBITOP","SI0026109882","2022-02-18",1275.98,1277.55,1265.94,1269.25,-0.54,860273.40
"XLJU","SBITOP","SI0026109882","2022-02-17",1280.34,1288.43,1276.13,1276.18,-0.32,633414.40
"XLJU","SBITOP","SI0026109882","2022-02-16",1269.18,1281.91,1265.04,1280.34,0.81,1189271.90
"XLJU","SBITOP","SI0026109882","2022-02-15",1245.90,1270.47,1245.90,1270.11,1.97,1581277.90
"XLJU","SBITOP","SI0026109882","2022-02-14",1279.64,1281.31,1239.41,1245.53,-2.41,3012056.40
"XLJU","SBITOP","SI0026109882","2022-02-11",1283.08,1284.73,1275.52,1276.35,-0.40,1055368.50
"XLJU","SBITOP","SI0026109882","2022-02-10",1276.55,1281.51,1276.55,1281.51,0.22,1446055.30
"XLJU","SBITOP","SI0026109882","2022-02-09",1277.36,1283.06,1274.41,1278.75,0.11,1528946.10
"XLJU","SBITOP","SI0026109882","2022-02-07",1279.67,1281.43,1273.01,1277.36,-0.06,842049.50
"XLJU","SBITOP","SI0026109882","2022-02-04",1280.30,1285.67,1278.11,1278.11,-0.17,1578707.90
"XLJU","SBITOP","SI0026109882","2022-02-03",1289.98,1289.98,1277.11,1280.30,-0.88,2243678.60
"XLJU","SBITOP","SI0026109882","2022-02-02",1291.35,1294.44,1287.45,1291.72,-0.04,1339208.90
"XLJU","SBITOP","SI0026109882","2022-02-01",1290.79,1304.18,1289.98,1292.29,0.12,2016528.80
"XLJU","SBITOP","SI0026109882","2022-01-31",1272.58,1291.95,1267.10,1290.79,1.46,2237096.40
"XLJU","SBITOP","SI0026109882","2022-01-28",1279.48,1281.64,1269.77,1272.19,-0.69,1609296.40
"XLJU","SBITOP","SI0026109882","2022-01-27",1292.89,1292.89,1275.64,1281.05,-0.92,1285768.20
"XLJU","SBITOP","SI0026109882","2022-01-26",1274.52,1292.89,1270.54,1292.89,1.53,1413072.80
"XLJU","SBITOP","SI0026109882","2022-01-25",1298.01,1298.75,1266.91,1273.42,-1.89,2390169.70
"XLJU","SBITOP","SI0026109882","2022-01-24",1327.25,1327.25,1295.61,1298.01,-2.23,2050428.40
"XLJU","SBITOP","SI0026109882","2022-01-21",1337.77,1340.13,1325.87,1327.58,-0.76,1838721.30
"XLJU","SBITOP","SI0026109882","2022-01-20",1329.76,1339.71,1328.66,1337.77,0.60,2280932.10
"XLJU","SBITOP","SI0026109882","2022-01-19",1323.39,1331.01,1320.18,1329.76,0.48,1237802.60
"XLJU","SBITOP","SI0026109882","2022-01-18",1315.49,1325.06,1312.62,1323.39,0.60,2315129.20
"XLJU","SBITOP","SI0026109882","2022-01-17",1314.00,1317.58,1313.18,1315.49,-0.14,1388753.90
"XLJU","SBITOP","SI0026109882","2022-01-14",1306.55,1318.44,1306.55,1317.30,0.82,2076163.70
"XLJU","SBITOP","SI0026109882","2022-01-13",1307.83,1311.24,1305.95,1306.55,-0.06,1361173.40
"XLJU","SBITOP","SI0026109882","2022-01-12",1310.37,1310.84,1302.87,1307.36,-0.23,1176383.60
"XLJU","SBITOP","SI0026109882","2022-01-11",1296.88,1311.60,1296.88,1310.37,1.01,1576047.00
"XLJU","SBITOP","SI0026109882","2022-01-10",1292.61,1297.71,1286.63,1297.25,0.44,1182334.70
"XLJU","SBITOP","SI0026109882","2022-01-07",1288.58,1296.63,1288.58,1291.51,0.23,663863.80
"XLJU","SBITOP","SI0026109882","2022-01-06",1298.41,1301.83,1285.69,1288.58,-0.88,910133.40
"XLJU","SBITOP","SI0026109882","2022-01-05",1287.95,1302.90,1283.99,1299.98,0.93,1894902.40
"XLJU","SBITOP","SI0026109882","2022-01-04",1266.99,1287.95,1266.62,1287.95,1.65,1046860.50
"XLJU","SBITOP","SI0026109882","2022-01-03",1258.80,1275.75,1256.40,1266.99,0.65,1086066.70
"XLJU","SBITOP","SI0026109882","2021-12-30",1271.72,1271.72,1255.42,1258.80,-0.98,947686.60
"XLJU","SBITOP","SI0026109882","2021-12-29",1270.04,1274.00,1264.94,1271.25,0.18,723916.30
"XLJU","SBITOP","SI0026109882","2021-12-28",1259.15,1269.59,1259.15,1268.94,0.93,1236693.50
"XLJU","SBITOP","SI0026109882","2021-12-27",1238.82,1262.06,1238.82,1257.30,1.62,1928233.90
"XLJU","SBITOP","SI0026109882","2021-12-23",1234.28,1241.79,1232.67,1237.26,0.20,1008393.00
"XLJU","SBITOP","SI0026109882","2021-12-22",1234.21,1236.70,1227.92,1234.75,0.09,733354.10
"XLJU","SBITOP","SI0026109882","2021-12-21",1232.78,1240.69,1231.53,1233.66,0.07,547434.50
"XLJU","SBITOP","SI0026109882","2021-12-20",1236.00,1241.80,1227.53,1232.78,-0.17,1102745.60
"XLJU","SBITOP","SI0026109882","2021-12-17",1234.10,1242.58,1234.10,1234.84,0.00,1376082.70
"XLJU","SBITOP","SI0026109882","2021-12-16",1228.73,1238.23,1227.99,1234.84,0.50,2430863.80
"XLJU","SBITOP","SI0026109882","2021-12-15",1233.03,1239.07,1228.40,1228.73,-0.35,1932473.70
"XLJU","SBITOP","SI0026109882","2021-12-14",1228.30,1240.55,1227.75,1233.03,0.43,2056886.60
"XLJU","SBITOP","SI0026109882","2021-12-13",1232.62,1235.77,1226.25,1227.71,-0.41,789107.20
"XLJU","SBITOP","SI0026109882","2021-12-10",1235.08,1236.87,1229.67,1232.80,-0.18,938258.00
"XLJU","SBITOP","SI0026109882","2021-12-09",1231.38,1235.08,1227.69,1235.08,0.30,775819.30
"XLJU","SBITOP","SI0026109882","2021-12-08",1230.31,1231.74,1225.24,1231.38,0.09,1457962.80
"XLJU","SBITOP","SI0026109882","2021-12-07",1219.94,1230.79,1216.14,1230.31,1.24,1851989.30
"XLJU","SBITOP","SI0026109882","2021-12-06",1217.80,1223.05,1215.22,1215.22,-0.34,1153000.00
"XLJU","SBITOP","SI0026109882","2021-12-03",1217.96,1225.34,1217.96,1219.37,0.16,2804647.20
"XLJU","SBITOP","SI0026109882","2021-12-02",1221.26,1223.74,1216.73,1217.41,-0.32,2627635.80
"XLJU","SBITOP","SI0026109882","2021-12-01",1223.41,1224.88,1217.74,1221.26,-0.13,2951885.50
"XLJU","SBITOP","SI0026109882","2021-11-30",1240.57,1240.57,1222.86,1222.86,-1.68,2467685.60
"XLJU","SBITOP","SI0026109882","2021-11-29",1241.75,1244.21,1233.99,1243.72,0.10,2578086.40
"XLJU","SBITOP","SI0026109882","2021-11-26",1250.88,1253.76,1239.36,1242.49,-0.71,2781474.10
"XLJU","SBITOP","SI0026109882","2021-11-25",1248.13,1253.94,1247.71,1251.42,0.01,1478044.00
"XLJU","SBITOP","SI0026109882","2021-11-24",1240.34,1251.30,1240.34,1251.27,0.88,2233563.00
"XLJU","SBITOP","SI0026109882","2021-11-23",1237.82,1244.50,1237.19,1240.34,0.08,944245.40
"XLJU","SBITOP","SI0026109882","2021-11-22",1238.57,1244.59,1236.84,1239.40,0.07,1094672.20
"XLJU","SBITOP","SI0026109882","2021-11-19",1241.22,1247.21,1235.31,1238.57,-0.16,1633157.20
"XLJU","SBITOP","SI0026109882","2021-11-18",1233.10,1240.54,1230.70,1240.54,0.81,1272931.30
"XLJU","SBITOP","SI0026109882","2021-11-17",1227.51,1231.07,1224.33,1230.52,0.22,707094.50
"XLJU","SBITOP","SI0026109882","2021-11-16",1226.63,1229.22,1224.03,1227.85,0.10,1202081.00
"XLJU","SBITOP","SI0026109882","2021-11-15",1221.18,1227.86,1217.49,1226.63,0.45,1622758.90
"XLJU","SBITOP","SI0026109882","2021-11-12",1218.70,1227.65,1216.05,1221.18,0.34,1474752.10
"XLJU","SBITOP","SI0026109882","2021-11-11",1207.91,1217.06,1207.91,1217.06,0.63,722381.10
"XLJU","SBITOP","SI0026109882","2021-11-10",1204.33,1209.66,1201.09,1209.48,0.41,471015.90
"XLJU","SBITOP","SI0026109882","2021-11-09",1205.12,1210.30,1204.03,1204.51,-0.18,1339448.70
"XLJU","SBITOP","SI0026109882","2021-11-08",1201.15,1209.10,1200.35,1206.70,0.46,1749421.80
"XLJU","SBITOP","SI0026109882","2021-11-05",1192.88,1202.32,1192.88,1201.15,0.43,1112417.00
"XLJU","SBITOP","SI0026109882","2021-11-04",1188.68,1196.39,1188.21,1196.02,0.62,709759.90
"XLJU","SBITOP","SI0026109882","2021-11-03",1184.64,1189.05,1181.10,1188.68,0.47,487800.30
"XLJU","SBITOP","SI0026109882","2021-11-02",1178.89,1186.68,1178.89,1183.07,0.35,930750.20
"XLJU","SBITOP","SI0026109882","2021-10-29",1186.75,1187.09,1178.89,1178.89,-0.71,1483421.50
"XLJU","SBITOP","SI0026109882","2021-10-28",1186.37,1189.87,1185.25,1187.30,0.08,369683.50
"XLJU","SBITOP","SI0026109882","2021-10-27",1181.36,1191.75,1177.45,1186.37,0.46,810738.00
"XLJU","SBITOP","SI0026109882","2021-10-26",1173.83,1181.55,1171.10,1180.97,0.66,975391.00
"XLJU","SBITOP","SI0026109882","2021-10-25",1191.97,1192.51,1173.28,1173.28,-1.51,1182040.10
"XLJU","SBITOP","SI0026109882","2021-10-22",1181.05,1193.48,1175.50,1191.23,0.86,525122.30
"XLJU","SBITOP","SI0026109882","2021-10-21",1184.30,1186.80,1181.05,1181.05,-0.41,683034.60
"XLJU","SBITOP","SI0026109882","2021-10-20",1182.12,1187.16,1181.18,1185.87,0.32,427696.90
"XLJU","SBITOP","SI0026109882","2021-10-19",1179.91,1190.31,1177.97,1182.12,0.17,646386.60
"XLJU","SBITOP","SI0026109882","2021-10-18",1177.57,1180.95,1175.95,1180.09,0.26,1035950.80
"XLJU","SBITOP","SI0026109882","2021-10-15",1175.98,1178.95,1173.82,1176.98,0.22,857990.40
"XLJU","SBITOP","SI0026109882","2021-10-14",1168.97,1174.87,1167.33,1174.41,0.52,1445517.10
"XLJU","SBITOP","SI0026109882","2021-10-13",1162.12,1168.39,1158.66,1168.39,0.45,435478.90
"XLJU","SBITOP","SI0026109882","2021-10-12",1152.84,1163.21,1152.84,1163.21,0.74,843498.70
"XLJU","SBITOP","SI0026109882","2021-10-11",1166.71,1168.27,1154.70,1154.70,-0.90,1182985.50
"XLJU","SBITOP","SI0026109882","2021-10-08",1166.68,1167.70,1160.63,1165.14,-0.13,744248.80
"XLJU","SBITOP","SI0026109882","2021-10-07",1162.71,1167.91,1160.68,1166.68,0.61,583286.70
"XLJU","SBITOP","SI0026109882","2021-10-06",1167.01,1170.14,1154.55,1159.57,-0.23,2045737.30
"XLJU","SBITOP","SI0026109882","2021-10-05",1166.86,1171.37,1162.30,1162.30,-0.52,963167.50
"XLJU","SBITOP","SI0026109882","2021-10-04",1164.76,1170.37,1160.30,1168.43,0.30,1612775.60
"XLJU","SBITOP","SI0026109882","2021-10-01",1165.66,1173.42,1164.35,1164.95,-0.15,1110319.80
