"mic","symbol","isin","date","open_value","high_value","low_value","last_value","change_prev_close_percentage","turnover"
"XLJU","SBITOP","SI0026109882","2021-09-30",1171.83,1176.95,1166.68,1166.68,-0.50,419968.00
"XLJU","SBITOP","SI0026109882","2021-09-29",1167.26,1176.88,1156.14,1172.57,0.54,712169.50
"XLJU","SBITOP","SI0026109882","2021-09-28",1170.36,1172.95,1165.33,1166.24,-0.49,456744.70
"XLJU","SBITOP","SI0026109882","2021-09-27",1171.02,1172.33,1163.16,1171.94,0.08,562557.50
"XLJU","SBITOP","SI0026109882","2021-09-24",1172.70,1179.16,1170.83,1171.02,-0.14,905397.10
"XLJU","SBITOP","SI0026109882","2021-09-23",1159.56,1172.70,1156.43,1172.70,1.23,1009542.70
"XLJU","SBITOP","SI0026109882","2021-09-22",1151.80,1159.04,1151.17,1158.47,0.51,940691.20
"XLJU","SBITOP","SI0026109882","2021-09-21",1141.22,1155.53,1141.22,1152.54,1.19,1083232.00
"XLJU","SBITOP","SI0026109882","2021-09-20",1162.32,1162.71,1135.86,1139.03,-2.03,2471415.10
"XLJU","SBITOP","SI0026109882","2021-09-17",1169.08,1171.06,1162.61,1162.68,-0.55,1126821.34
"XLJU","SBITOP","SI0026109882","2021-09-16",1170.43,1175.57,1167.73,1169.08,-0.06,941180.50
"XLJU","SBITOP","SI0026109882","2021-09-15",1172.93,1178.89,1168.95,1169.76,-0.27,466604.20
"XLJU","SBITOP","SI0026109882","2021-09-14",1182.31,1183.11,1171.93,1172.93,-0.52,797867.00
"XLJU","SBITOP","SI0026109882","2021-09-13",1169.03,1180.26,1169.03,1179.10,0.86,1186603.10
"XLJU","SBITOP","SI0026109882","2021-09-10",1169.07,1176.79,1165.91,1169.03,-0.06,744146.30
"XLJU","SBITOP","SI0026109882","2021-09-09",1192.21,1192.21,1166.53,1169.74,-1.75,1702098.80
"XLJU","SBITOP","SI0026109882","2021-09-08",1201.17,1201.17,1185.38,1190.60,-1.01,1250076.00
"XLJU","SBITOP","SI0026109882","2021-09-07",1205.41,1205.41,1196.15,1202.78,-0.08,672778.80
"XLJU","SBITOP","SI0026109882","2021-09-06",1204.67,1204.67,1196.34,1203.80,0.19,568930.80
"XLJU","SBITOP","SI0026109882","2021-09-03",1193.86,1204.35,1193.86,1201.46,0.64,1632026.80
"XLJU","SBITOP","SI0026109882","2021-09-02",1187.71,1200.66,1187.71,1193.86,0.63,833108.80
"XLJU","SBITOP","SI0026109882","2021-09-01",1193.89,1199.07,1186.40,1186.40,-0.63,1099537.20
"XLJU","SBITOP","SI0026109882","2021-08-31",1205.47,1209.01,1193.67,1193.89,-0.93,1460206.75
"XLJU","SBITOP","SI0026109882","2021-08-30",1196.84,1205.09,1194.65,1205.09,0.69,794210.50
"XLJU","SBITOP","SI0026109882","2021-08-27",1195.46,1199.84,1194.54,1196.84,0.37,435704.60
"XLJU","SBITOP","SI0026109882","2021-08-26",1197.04,1202.62,1189.47,1192.38,-0.29,678574.27
"XLJU","SBITOP","SI0026109882","2021-08-25",1199.18,1202.92,1195.81,1195.81,-0.36,881099.77
"XLJU","SBITOP","SI0026109882","2021-08-24",1196.91,1200.12,1193.07,1200.12,0.27,779560.20
"XLJU","SBITOP","SI0026109882","2021-08-23",1203.45,1203.45,1191.67,1196.91,-0.64,1174003.50
"XLJU","SBITOP","SI0026109882","2021-08-20",1199.17,1206.75,1199.17,1204.68,0.46,710971.96
"XLJU","SBITOP","SI0026109882","2021-08-19",1212.11,1217.88,1199.17,1199.17,-1.12,2156021.90
"XLJU","SBITOP","SI0026109882","2021-08-18",1197.96,1216.19,1197.84,1212.72,1.31,1880765.40
"XLJU","SBITOP","SI0026109882","2021-08-17",1193.82,1197.09,1190.67,1197.09,0.35,578038.60
"XLJU","SBITOP","SI0026109882","2021-08-16",1189.81,1196.18,1188.68,1192.94,0.29,864396.80
"XLJU","SBITOP","SI0026109882","2021-08-13",1189.24,1191.76,1185.51,1189.47,0.07,1213960.30
"XLJU","SBITOP","SI0026109882","2021-08-12",1183.38,1190.56,1183.21,1188.62,0.44,546902.00
"XLJU","SBITOP","SI0026109882","2021-08-11",1180.11,1185.33,1180.10,1183.38,0.28,607266.70
"XLJU","SBITOP","SI0026109882","2021-08-10",1186.51,1186.51,1177.33,1180.11,-0.54,482832.60
"XLJU","SBITOP","SI0026109882","2021-08-09",1176.97,1187.34,1176.97,1186.51,0.88,1412382.10
"XLJU","SBITOP","SI0026109882","2021-08-06",1169.85,1179.86,1167.58,1176.15,0.26,646240.10
"XLJU","SBITOP","SI0026109882","2021-08-05",1173.11,1185.30,1167.59,1173.06,0.02,783260.20
"XLJU","SBITOP","SI0026109882","2021-08-04",1181.25,1184.01,1166.08,1172.77,-0.72,1196484.25
"XLJU","SBITOP","SI0026109882","2021-08-03",1183.11,1186.86,1178.14,1181.25,-0.02,778695.40
"XLJU","SBITOP","SI0026109882","2021-08-02",1170.44,1185.72,1166.52,1181.50,1.10,2051322.70
"XLJU","SBITOP","SI0026109882","2021-07-30",1163.24,1169.19,1154.88,1168.59,0.51,748315.20
"XLJU","SBITOP","SI0026109882","2021-07-29",1152.51,1164.62,1150.49,1162.62,0.90,1477583.80
"XLJU","SBITOP","SI0026109882","2021-07-28",1144.24,1153.78,1142.04,1152.30,0.78,1023880.22
"XLJU","SBITOP","SI0026109882","2021-07-27",1142.05,1143.80,1138.71,1143.36,0.11,822208.60
"XLJU","SBITOP","SI0026109882","2021-07-26",1141.76,1144.04,1139.40,1142.05,0.07,523649.90
"XLJU","SBITOP","SI0026109882","2021-07-23",1135.68,1144.96,1132.47,1141.29,0.69,1242898.50
"XLJU","SBITOP","SI0026109882","2021-07-22",1132.81,1137.62,1132.10,1133.50,0.12,685779.20
"XLJU","SBITOP","SI0026109882","2021-07-21",1128.10,1133.75,1128.10,1132.19,0.36,733978.60
"XLJU","SBITOP","SI0026109882","2021-07-20",1129.94,1131.39,1118.32,1128.10,-1.28,788082.62
"XLJU","SBITOP","SI0026109882","2021-07-19",1158.44,1162.58,1139.08,1142.78,-1.35,1414697.70
"XLJU","SBITOP","SI0026109882","2021-07-16",1155.95,1161.87,1155.13,1158.44,0.22,372381.60
"XLJU","SBITOP","SI0026109882","2021-07-15",1152.38,1159.76,1150.89,1155.95,0.31,901818.90
"XLJU","SBITOP","SI0026109882","2021-07-14",1144.89,1152.38,1142.34,1152.38,0.65,540323.40
"XLJU","SBITOP","SI0026109882","2021-07-13",1133.80,1149.04,1133.80,1144.89,0.98,732907.10
"XLJU","SBITOP","SI0026109882","2021-07-12",1132.56,1134.53,1129.50,1133.80,-0.17,712212.20
"XLJU","SBITOP","SI0026109882","2021-07-09",1132.43,1135.76,1122.82,1135.76,0.29,421511.30
"XLJU","SBITOP","SI0026109882","2021-07-08",1135.59,1135.59,1129.24,1132.43,-0.31,1180440.25
"XLJU","SBITOP","SI0026109882","2021-07-07",1130.09,1136.29,1129.42,1135.98,0.52,971005.70
"XLJU","SBITOP","SI0026109882","2021-07-06",1130.22,1130.89,1128.10,1130.09,-0.01,280152.05
"XLJU","SBITOP","SI0026109882","2021-07-05",1128.96,1130.85,1124.29,1130.22,0.15,609924.60
"XLJU","SBITOP","SI0026109882","2021-07-02",1129.74,1132.64,1125.39,1128.52,0.06,1493615.50
"XLJU","SBITOP","SI0026109882","2021-07-01",1125.68,1128.82,1122.29,1127.89,0.30,695637.20
"XLJU","SBITOP","SI0026109882","2021-06-30",1132.49,1135.70,1124.53,1124.53,-0.36,588066.30
"XLJU","SBITOP","SI0026109882","2021-06-29",1136.60,1136.60,1127.94,1128.57,-0.57,2058309.90
"XLJU","SBITOP","SI0026109882","2021-06-28",1137.05,1137.05,1133.98,1134.99,-0.20,348507.70
"XLJU","SBITOP","SI0026109882","2021-06-24",1140.21,1142.79,1136.24,1137.25,0.07,1189045.40
"XLJU","SBITOP","SI0026109882","2021-06-23",1122.95,1136.51,1122.95,1136.51,1.21,796208.25
"XLJU","SBITOP","SI0026109882","2021-06-22",1138.87,1139.01,1122.95,1122.95,-1.36,2746141.80
"XLJU","SBITOP","SI0026109882","2021-06-21",1143.75,1143.75,1137.94,1138.49,-0.42,1413780.00
"XLJU","SBITOP","SI0026109882","2021-06-18",1148.06,1148.73,1140.67,1143.27,-0.28,946817.90
"XLJU","SBITOP","SI0026109882","2021-06-17",1148.06,1150.62,1144.57,1146.50,-0.20,1423750.90
"XLJU","SBITOP","SI0026109882","2021-06-16",1147.08,1152.76,1145.31,1148.83,0.13,1215122.10
"XLJU","SBITOP","SI0026109882","2021-06-15",1143.79,1147.30,1140.32,1147.30,0.35,1047894.10
"XLJU","SBITOP","SI0026109882","2021-06-14",1146.90,1148.73,1140.55,1143.35,-0.17,833688.30
"XLJU","SBITOP","SI0026109882","2021-06-11",1133.74,1145.35,1131.19,1145.35,1.16,763647.60
"XLJU","SBITOP","SI0026109882","2021-06-10",1130.10,1138.48,1128.69,1132.18,0.11,698568.20
"XLJU","SBITOP","SI0026109882","2021-06-09",1132.37,1140.02,1126.05,1130.97,-0.12,2204980.00
"XLJU","SBITOP","SI0026109882","2021-06-08",1143.59,1143.59,1127.53,1132.37,-0.98,1678765.30
"XLJU","SBITOP","SI0026109882","2021-06-07",1145.73,1150.40,1139.72,1143.59,-0.22,1570897.15
"XLJU","SBITOP","SI0026109882","2021-06-04",1144.74,1147.26,1141.96,1146.12,0.39,1106962.60
"XLJU","SBITOP","SI0026109882","2021-06-03",1144.73,1148.55,1140.79,1141.62,-0.27,2193099.86
"XLJU","SBITOP","SI0026109882","2021-06-02",1143.03,1146.81,1138.56,1144.73,0.23,880012.70
"XLJU","SBITOP","SI0026109882","2021-06-01",1140.48,1146.14,1137.23,1142.14,0.28,724622.40
"XLJU","SBITOP","SI0026109882","2021-05-31",1139.83,1148.67,1138.94,1138.94,-0.35,819912.80
"XLJU","SBITOP","SI0026109882","2021-05-28",1143.35,1145.76,1139.96,1142.95,0.37,977622.20
"XLJU","SBITOP","SI0026109882","2021-05-27",1144.54,1148.35,1137.80,1138.68,-0.53,2551003.10
"XLJU","SBITOP","SI0026109882","2021-05-26",1136.56,1144.77,1136.56,1144.77,0.72,1731440.60
"XLJU","SBITOP","SI0026109882","2021-05-25",1130.91,1142.28,1130.46,1136.56,0.36,2746068.40
"XLJU","SBITOP","SI0026109882","2021-05-24",1109.24,1132.67,1109.24,1132.46,1.81,992282.40
"XLJU","SBITOP","SI0026109882","2021-05-21",1105.47,1112.38,1102.17,1112.36,0.69,2720054.80
"XLJU","SBITOP","SI0026109882","2021-05-20",1094.94,1105.14,1094.94,1104.70,1.18,1456577.60
"XLJU","SBITOP","SI0026109882","2021-05-19",1088.21,1091.83,1085.38,1091.83,0.31,1124978.20
"XLJU","SBITOP","SI0026109882","2021-05-18",1082.99,1088.44,1079.88,1088.44,0.50,763588.46
"XLJU","SBITOP","SI0026109882","2021-05-17",1076.24,1086.41,1076.24,1082.99,0.59,882305.80
"XLJU","SBITOP","SI0026109882","2021-05-14",1071.21,1076.67,1067.17,1076.67,0.39,954259.60
"XLJU","SBITOP","SI0026109882","2021-05-13",1077.33,1077.33,1069.72,1072.44,-0.45,656014.35
"XLJU","SBITOP","SI0026109882","2021-05-12",1061.95,1077.33,1060.36,1077.33,1.47,1205323.40
"XLJU","SBITOP","SI0026109882","2021-05-11",1070.44,1072.14,1061.41,1061.75,-0.87,917259.90
"XLJU","SBITOP","SI0026109882","2021-05-10",1069.22,1072.88,1067.25,1071.11,0.14,719464.40
"XLJU","SBITOP","SI0026109882","2021-05-07",1069.05,1071.53,1066.41,1069.66,0.35,334059.40
"XLJU","SBITOP","SI0026109882","2021-05-06",1067.56,1069.12,1063.94,1065.93,-0.06,1328421.10
"XLJU","SBITOP","SI0026109882","2021-05-05",1068.70,1068.77,1064.56,1066.54,-0.24,1170148.75
"XLJU","SBITOP","SI0026109882","2021-05-04",1071.15,1078.05,1069.14,1069.14,-0.09,2293240.40
"XLJU","SBITOP","SI0026109882","2021-05-03",1065.42,1070.13,1064.40,1070.13,0.44,478661.00
"XLJU","SBITOP","SI0026109882","2021-04-30",1064.11,1068.90,1062.55,1065.42,0.12,597375.90
"XLJU","SBITOP","SI0026109882","2021-04-29",1058.57,1066.98,1056.71,1064.11,0.54,829820.70
"XLJU","SBITOP","SI0026109882","2021-04-28",1060.08,1062.18,1054.59,1058.35,-0.20,1742713.60
"XLJU","SBITOP","SI0026109882","2021-04-26",1052.42,1063.41,1047.51,1060.52,0.77,685229.10
"XLJU","SBITOP","SI0026109882","2021-04-23",1050.30,1057.44,1050.30,1052.42,0.34,869334.60
"XLJU","SBITOP","SI0026109882","2021-04-22",1049.07,1052.26,1045.80,1048.88,0.10,1886909.70
"XLJU","SBITOP","SI0026109882","2021-04-21",1057.35,1057.35,1045.47,1047.83,-0.88,1303741.57
"XLJU","SBITOP","SI0026109882","2021-04-20",1050.50,1057.14,1047.93,1057.14,0.68,1318737.85
"XLJU","SBITOP","SI0026109882","2021-04-19",1044.22,1058.93,1041.54,1050.03,0.56,1913168.48
"XLJU","SBITOP","SI0026109882","2021-04-16",1038.13,1045.54,1037.81,1044.22,0.77,2210128.50
"XLJU","SBITOP","SI0026109882","2021-04-15",1032.82,1039.00,1030.97,1036.26,0.33,2660811.00
"XLJU","SBITOP","SI0026109882","2021-04-14",1030.32,1034.68,1026.01,1032.82,0.28,949542.40
"XLJU","SBITOP","SI0026109882","2021-04-13",1020.72,1030.34,1020.72,1029.94,1.15,1558577.20
"XLJU","SBITOP","SI0026109882","2021-04-12",1010.84,1021.68,1009.60,1018.24,0.73,4125295.40
"XLJU","SBITOP","SI0026109882","2021-04-09",1008.97,1016.43,1008.10,1010.84,0.12,1848752.10
"XLJU","SBITOP","SI0026109882","2021-04-08",1004.62,1013.41,1003.74,1009.65,0.62,2641595.90
"XLJU","SBITOP","SI0026109882","2021-04-07",996.86,1005.87,996.79,1003.38,0.78,2552832.00
"XLJU","SBITOP","SI0026109882","2021-04-06",994.62,997.61,990.54,995.62,0.10,2074755.75
"XLJU","SBITOP","SI0026109882","2021-04-01",989.44,996.68,988.67,994.62,0.45,1560066.80
"XLJU","SBITOP","SI0026109882","2021-03-31",988.20,993.80,987.74,990.21,0.20,2200159.90
"XLJU","SBITOP","SI0026109882","2021-03-30",987.23,989.08,983.90,988.20,0.10,1892761.80
"XLJU","SBITOP","SI0026109882","2021-03-29",983.55,987.23,979.58,987.23,0.54,1711274.00
"XLJU","SBITOP","SI0026109882","2021-03-26",976.20,981.89,975.18,981.89,0.58,548273.10
"XLJU","SBITOP","SI0026109882","2021-03-25",980.59,983.19,975.04,976.20,-0.26,737408.80
"XLJU","SBITOP","SI0026109882","2021-03-24",983.63,987.36,977.50,978.73,-0.67,1370393.80
"XLJU","SBITOP","SI0026109882","2021-03-23",991.77,991.77,984.89,985.38,-0.46,1220173.20
"XLJU","SBITOP","SI0026109882","2021-03-22",987.74,989.90,986.42,989.90,0.09,1202448.40
"XLJU","SBITOP","SI0026109882","2021-03-19",985.14,990.79,985.14,988.99,0.45,657452.70
"XLJU","SBITOP","SI0026109882","2021-03-18",991.85,997.30,984.55,984.55,-0.74,1329532.73
"XLJU","SBITOP","SI0026109882","2021-03-17",990.55,994.27,990.55,991.85,0.13,320623.40
"XLJU","SBITOP","SI0026109882","2021-03-16",995.09,997.99,989.87,990.55,-0.53,852207.50
"XLJU","SBITOP","SI0026109882","2021-03-15",988.94,998.13,988.60,995.81,0.58,1626917.76
"XLJU","SBITOP","SI0026109882","2021-03-12",987.94,991.10,986.51,990.11,0.22,786428.64
"XLJU","SBITOP","SI0026109882","2021-03-11",984.91,989.27,983.77,987.94,0.35,573427.30
"XLJU","SBITOP","SI0026109882","2021-03-10",991.00,992.31,984.46,984.46,-0.66,924423.70
"XLJU","SBITOP","SI0026109882","2021-03-09",989.94,995.25,989.94,991.00,0.11,1729535.10
"XLJU","SBITOP","SI0026109882","2021-03-08",990.17,991.95,985.76,989.94,-0.02,2827596.70
"XLJU","SBITOP","SI0026109882","2021-03-05",981.96,991.32,981.47,990.17,0.71,3882188.50
"XLJU","SBITOP","SI0026109882","2021-03-04",977.17,983.90,977.17,983.22,0.62,865460.00
"XLJU","SBITOP","SI0026109882","2021-03-03",971.59,979.19,971.59,977.17,0.55,1963891.40
"XLJU","SBITOP","SI0026109882","2021-03-02",973.83,982.60,971.82,971.82,-0.21,1061165.40
"XLJU","SBITOP","SI0026109882","2021-03-01",967.02,979.17,967.02,973.83,0.86,697747.70
"XLJU","SBITOP","SI0026109882","2021-02-26",968.03,970.47,964.29,965.57,-0.23,401774.60
"XLJU","SBITOP","SI0026109882","2021-02-25",965.65,971.13,964.96,967.82,0.27,863497.60
"XLJU","SBITOP","SI0026109882","2021-02-24",956.44,971.78,954.62,965.25,0.92,764076.40
"XLJU","SBITOP","SI0026109882","2021-02-23",955.98,957.46,952.52,956.44,0.05,1471862.70
"XLJU","SBITOP","SI0026109882","2021-02-22",951.02,957.24,948.67,955.98,0.46,1760099.10
"XLJU","SBITOP","SI0026109882","2021-02-19",943.43,955.75,943.04,951.60,0.89,3425419.20
"XLJU","SBITOP","SI0026109882","2021-02-18",941.83,945.56,941.83,943.20,0.05,699205.40
"XLJU","SBITOP","SI0026109882","2021-02-17",940.35,943.72,939.27,942.73,0.34,1688573.49
"XLJU","SBITOP","SI0026109882","2021-02-16",933.00,940.47,932.10,939.49,0.76,1605325.50
"XLJU","SBITOP","SI0026109882","2021-02-15",930.09,939.97,929.34,932.37,0.11,693217.60
"XLJU","SBITOP","SI0026109882","2021-02-12",931.82,936.09,928.80,931.34,0.03,1758210.66
"XLJU","SBITOP","SI0026109882","2021-02-11",940.62,940.62,927.58,931.04,-1.02,2094820.50
"XLJU","SBITOP","SI0026109882","2021-02-10",939.38,943.09,937.97,940.62,0.04,1984323.20
"XLJU","SBITOP","SI0026109882","2021-02-09",945.34,945.44,940.27,940.27,-0.54,1151894.35
"XLJU","SBITOP","SI0026109882","2021-02-05",948.30,948.41,944.62,945.34,-0.31,1028421.10
"XLJU","SBITOP","SI0026109882","2021-02-04",944.98,949.26,943.59,948.30,0.37,1462183.30
"XLJU","SBITOP","SI0026109882","2021-02-03",939.12,946.36,939.12,944.76,0.66,1303759.60
"XLJU","SBITOP","SI0026109882","2021-02-02",943.65,944.04,937.78,938.54,-0.39,1929076.80
"XLJU","SBITOP","SI0026109882","2021-02-01",940.01,943.89,937.87,942.21,0.23,1136896.30
"XLJU","SBITOP","SI0026109882","2021-01-29",943.93,943.93,937.60,940.01,-0.33,787547.45
"XLJU","SBITOP","SI0026109882","2021-01-28",940.83,944.00,933.41,943.09,0.29,747935.55
"XLJU","SBITOP","SI0026109882","2021-01-27",940.92,942.49,935.57,940.38,-0.06,1169870.90
"XLJU","SBITOP","SI0026109882","2021-01-26",936.37,941.61,935.45,940.92,0.49,1216393.88
"XLJU","SBITOP","SI0026109882","2021-01-25",938.47,941.39,936.15,936.37,-0.27,1387325.50
"XLJU","SBITOP","SI0026109882","2021-01-22",933.68,940.47,930.11,938.91,0.56,929299.29
"XLJU","SBITOP","SI0026109882","2021-01-21",941.49,943.64,932.84,933.68,-0.77,1378266.30
"XLJU","SBITOP","SI0026109882","2021-01-20",948.57,948.57,940.90,940.90,-0.76,832450.20
"XLJU","SBITOP","SI0026109882","2021-01-19",949.25,953.12,945.44,948.12,-0.12,1425144.32
"XLJU","SBITOP","SI0026109882","2021-01-18",952.79,954.93,948.54,949.27,-0.52,802481.10
"XLJU","SBITOP","SI0026109882","2021-01-15",956.26,956.26,951.12,954.23,-0.09,995204.76
"XLJU","SBITOP","SI0026109882","2021-01-14",950.97,956.74,950.97,955.09,0.37,742041.45
"XLJU","SBITOP","SI0026109882","2021-01-13",958.28,959.35,948.91,951.60,-0.70,1860676.30
"XLJU","SBITOP","SI0026109882","2021-01-12",942.59,958.28,942.59,958.28,1.66,2720947.00
"XLJU","SBITOP","SI0026109882","2021-01-11",942.60,948.11,937.31,942.59,0.13,2685929.60
"XLJU","SBITOP","SI0026109882","2021-01-08",922.07,942.31,921.47,941.39,2.14,1251658.55
"XLJU","SBITOP","SI0026109882","2021-01-07",909.43,921.66,909.41,921.63,1.47,1177248.04
"XLJU","SBITOP","SI0026109882","2021-01-06",905.32,911.19,905.32,908.26,0.07,1460303.90
"XLJU","SBITOP","SI0026109882","2021-01-05",905.73,912.29,904.68,907.66,0.15,1251809.20
"XLJU","SBITOP","SI0026109882","2021-01-04",902.13,907.99,896.74,906.31,0.66,760477.10
"XLJU","SBITOP","SI0026109882","2020-12-30",901.69,902.25,897.44,900.37,-0.15,1646093.80
"XLJU","SBITOP","SI0026109882","2020-12-29",900.86,903.81,896.28,901.69,0.04,1379049.76
"XLJU","SBITOP","SI0026109882","2020-12-28",890.29,901.99,890.29,901.31,0.84,1733930.40
"XLJU","SBITOP","SI0026109882","2020-12-23",887.72,895.42,886.19,893.81,0.89,1369796.60
"XLJU","SBITOP","SI0026109882","2020-12-22",880.95,892.13,880.47,885.96,0.57,610759.96
"XLJU","SBITOP","SI0026109882","2020-12-21",897.50,897.83,880.95,880.95,-1.88,2957057.30
"XLJU","SBITOP","SI0026109882","2020-12-18",895.68,897.84,893.37,897.84,0.22,766643.75
"XLJU","SBITOP","SI0026109882","2020-12-17",892.58,896.63,892.41,895.91,0.57,1066594.10
"XLJU","SBITOP","SI0026109882","2020-12-16",888.62,898.11,888.62,890.86,0.40,1968587.20
"XLJU","SBITOP","SI0026109882","2020-12-15",887.82,891.89,883.87,887.27,-0.11,950917.80
"XLJU","SBITOP","SI0026109882","2020-12-14",894.68,894.68,887.82,888.27,-0.81,884527.40
"XLJU","SBITOP","SI0026109882","2020-12-11",901.74,904.13,892.54,895.55,-0.69,1042646.90
"XLJU","SBITOP","SI0026109882","2020-12-10",893.77,901.74,893.42,901.74,0.70,1645973.28
"XLJU","SBITOP","SI0026109882","2020-12-09",890.53,897.88,890.53,895.48,0.49,1140355.30
"XLJU","SBITOP","SI0026109882","2020-12-08",894.77,897.05,890.68,891.10,-0.41,2100439.30
"XLJU","SBITOP","SI0026109882","2020-12-07",894.72,896.46,888.50,894.77,0.20,1282628.30
"XLJU","SBITOP","SI0026109882","2020-12-04",890.60,894.70,889.94,893.01,0.27,1251931.00
"XLJU","SBITOP","SI0026109882","2020-12-03",887.39,895.13,887.39,890.60,0.36,4205181.70
"XLJU","SBITOP","SI0026109882","2020-12-02",887.27,888.61,883.70,887.39,0.14,2512751.70
"XLJU","SBITOP","SI0026109882","2020-12-01",887.65,890.33,885.29,886.12,-0.30,1419836.30
"XLJU","SBITOP","SI0026109882","2020-11-30",884.98,893.75,884.98,888.80,0.43,3176728.20
"XLJU","SBITOP","SI0026109882","2020-11-27",883.21,889.08,881.00,884.98,0.34,1847161.10
"XLJU","SBITOP","SI0026109882","2020-11-26",874.83,883.28,874.83,881.99,0.82,2186138.80
"XLJU","SBITOP","SI0026109882","2020-11-25",868.00,877.15,868.00,874.83,0.92,1525570.40
"XLJU","SBITOP","SI0026109882","2020-11-24",866.70,869.07,865.04,866.86,0.07,1038089.98
"XLJU","SBITOP","SI0026109882","2020-11-23",856.37,868.92,856.37,866.24,1.56,2615919.60
"XLJU","SBITOP","SI0026109882","2020-11-20",850.40,855.94,849.90,852.95,0.30,1717583.64
"XLJU","SBITOP","SI0026109882","2020-11-19",845.31,852.95,845.31,850.40,0.88,1623883.90
"XLJU","SBITOP","SI0026109882","2020-11-18",840.60,843.02,833.61,843.02,0.36,989172.60
"XLJU","SBITOP","SI0026109882","2020-11-17",836.44,839.96,835.42,839.96,0.42,1532664.40
"XLJU","SBITOP","SI0026109882","2020-11-16",833.66,838.90,831.71,836.44,0.24,871022.05
"XLJU","SBITOP","SI0026109882","2020-11-13",846.77,846.77,834.23,834.46,-1.45,161734.00
"XLJU","SBITOP","SI0026109882","2020-11-12",851.57,854.70,844.18,846.77,-0.56,479561.20
"XLJU","SBITOP","SI0026109882","2020-11-11",838.69,852.34,838.69,851.57,1.37,1373347.30
"XLJU","SBITOP","SI0026109882","2020-11-10",839.50,841.76,829.90,840.08,0.07,1349157.40
"XLJU","SBITOP","SI0026109882","2020-11-09",822.26,839.50,818.79,839.50,1.99,1726147.51
"XLJU","SBITOP","SI0026109882","2020-11-06",825.37,826.72,821.02,823.16,-0.47,766137.50
"XLJU","SBITOP","SI0026109882","2020-11-05",822.67,828.00,822.10,827.08,0.82,563406.20
"XLJU","SBITOP","SI0026109882","2020-11-04",810.73,824.03,810.73,820.39,1.19,437029.20
"XLJU","SBITOP","SI0026109882","2020-11-03",805.30,811.65,803.58,810.73,0.89,573107.50
"XLJU","SBITOP","SI0026109882","2020-11-02",796.98,804.90,796.98,803.58,1.26,967224.10
"XLJU","SBITOP","SI0026109882","2020-10-30",790.73,795.17,787.44,793.55,0.38,1334679.20
"XLJU","SBITOP","SI0026109882","2020-10-29",800.31,801.58,790.56,790.56,-1.41,1544149.82
"XLJU","SBITOP","SI0026109882","2020-10-28",806.26,808.92,800.58,801.90,-0.45,1179457.00
"XLJU","SBITOP","SI0026109882","2020-10-27",808.82,812.03,802.40,805.56,-0.40,1049453.90
"XLJU","SBITOP","SI0026109882","2020-10-26",824.30,826.91,803.11,808.82,-1.80,731632.00
"XLJU","SBITOP","SI0026109882","2020-10-23",831.60,831.60,823.34,823.67,-0.95,411283.10
"XLJU","SBITOP","SI0026109882","2020-10-22",829.65,831.99,823.97,831.60,0.31,437953.70
"XLJU","SBITOP","SI0026109882","2020-10-21",828.48,831.16,828.42,829.01,0.20,830848.02
"XLJU","SBITOP","SI0026109882","2020-10-20",828.58,833.15,825.05,827.34,-0.63,807691.30
"XLJU","SBITOP","SI0026109882","2020-10-19",839.52,840.56,831.10,832.58,-0.83,928099.00
"XLJU","SBITOP","SI0026109882","2020-10-16",834.06,839.52,831.91,839.52,0.76,432824.98
"XLJU","SBITOP","SI0026109882","2020-10-15",833.70,834.58,828.45,833.16,-0.27,770875.10
"XLJU","SBITOP","SI0026109882","2020-10-14",833.94,839.16,829.74,835.41,0.52,933415.15
"XLJU","SBITOP","SI0026109882","2020-10-13",834.62,837.54,830.58,831.09,-0.42,622108.80
"XLJU","SBITOP","SI0026109882","2020-10-12",838.11,839.31,834.05,834.62,-0.32,381010.25
"XLJU","SBITOP","SI0026109882","2020-10-09",834.84,838.61,833.25,837.32,0.09,738819.80
"XLJU","SBITOP","SI0026109882","2020-10-08",837.57,839.45,833.51,836.55,-0.12,834635.50
"XLJU","SBITOP","SI0026109882","2020-10-07",843.77,843.77,836.42,837.57,-0.73,1085605.80
"XLJU","SBITOP","SI0026109882","2020-10-06",848.63,848.63,843.08,843.77,-0.42,1213735.20
"XLJU","SBITOP","SI0026109882","2020-10-05",845.58,848.08,844.88,847.36,0.24,628112.00
"XLJU","SBITOP","SI0026109882","2020-10-02",855.38,855.38,845.36,845.36,-1.17,954625.20
"XLJU","SBITOP","SI0026109882","2020-10-01",846.20,855.38,846.20,855.38,1.08,872827.30
"XLJU","SBITOP","SI0026109882","2020-09-30",847.60,851.31,846.09,846.20,0.17,619667.70
"XLJU","SBITOP","SI0026109882","2020-09-29",855.85,860.12,844.75,844.75,-1.30,1791677.40
"XLJU","SBITOP","SI0026109882","2020-09-28",845.24,862.96,845.24,855.85,1.26,778880.90
"XLJU","SBITOP","SI0026109882","2020-09-25",846.57,852.41,845.24,845.24,-0.18,867934.10
"XLJU","SBITOP","SI0026109882","2020-09-24",837.32,849.99,836.62,846.80,1.44,1453708.65
"XLJU","SBITOP","SI0026109882","2020-09-23",833.59,834.95,831.29,834.77,0.20,452669.20
"XLJU","SBITOP","SI0026109882","2020-09-22",831.33,834.20,830.46,833.14,0.25,620145.70
