"TRANSACTIONS","Volume growth rate compared to the previous quarter (%) Seasonally adjusted data 2018Q1","Volume growth rate compared to the previous quarter (%) Seasonally adjusted data 2018Q2","Volume growth rate compared to the previous quarter (%) Seasonally adjusted data 2018Q3","Volume growth rate compared to the previous quarter (%) Seasonally adjusted data 2018Q4","Volume growth rate compared to the previous quarter (%) Seasonally adjusted data 2019Q1","Volume growth rate compared to the previous quarter (%) Seasonally adjusted data 2019Q2","Volume growth rate compared to the previous quarter (%) Seasonally adjusted data 2019Q3","Volume growth rate compared to the previous quarter (%) Seasonally adjusted data 2019Q4","Volume growth rate compared to the previous quarter (%) Seasonally adjusted data 2020Q1","Volume growth rate compared to the previous quarter (%) Seasonally adjusted data 2020Q2","Volume growth rate compared to the previous quarter (%) Seasonally adjusted data 2020Q3","Volume growth rate compared to the previous quarter (%) Seasonally adjusted data 2020Q4","Volume growth rate compared to the previous quarter (%) Seasonally adjusted data 2021Q1","Volume growth rate compared to the previous quarter (%) Seasonally adjusted data 2021Q2","Volume growth rate compared to the previous quarter (%) Seasonally adjusted data 2021Q3","Volume growth rate compared to the previous quarter (%) Seasonally adjusted data 2021Q4","Volume growth rate compared to the previous quarter (%) Seasonally adjusted data 2022Q1","Volume growth rate compared to the previous quarter (%) Seasonally adjusted data 2022Q2","Volume growth rate compared to the previous quarter (%) Seasonally adjusted data 2022Q3","Volume growth rate compared to the previous quarter (%) Seasonally adjusted data 2022Q4"
"Gross domestic product",0.0,1.3,1.4,1.2,0.6,-0.4,1.6,1.2,-4.7,-9.8,13.0,-1.3,1.8,2.0,2.9,3.4,1.2,0.7,-1.3,0.7
