GDP change (%),Inflation change (pp),Unemployment change (pp),Interest rates change (pp),Stock Index change (%)
0.3180638814459939,0.3643,0.0,0.0,10.251779453946682
0.3180638814459939,-0.1831999999999993,-0.0999999999999996,0.0,-0.5322784718081408
0.3180638814459939,0.3795999999999964,0.0,0.0,3.3070008973623573
0.4062402809312289,0.659000000000006,-0.5,0.0,-0.5700256793746661
0.4062402809312289,0.4254999999999995,-0.2999999999999998,0.0,0.8380601247872903
0.4062402809312289,-0.006699999999995,0.1999999999999993,0.0,-0.4054205712361778
0.126191879777167,-0.5316000000000116,-0.1999999999999993,0.0,0.965558010894199
0.126191879777167,-0.4050999999999902,0.0999999999999996,0.0,-2.131227726923342
0.126191879777167,1.4279999999999973,0.0,0.0,-1.260618562608343
0.4879223736125482,0.691900000000004,0.0999999999999996,0.0,-4.996643609724785
0.4879223736125482,-0.1280000000000001,-0.1999999999999993,0.0,-1.927946066318896
0.4879223736125482,-0.6820000000000022,0.0999999999999996,0.0,-4.023274628166035
0.4780057645801747,0.2102999999999895,0.0999999999999996,0.0,4.751281180787942
0.4780057645801747,0.1384000000000043,0.1000000000000005,0.0,0.7545769421078745
0.4780057645801747,1.017300000000006,0.0,0.0,0.4938195871545474
0.4603843990438321,0.8823999999999899,-0.1000000000000005,0.0,4.147852086892854
0.4603843990438321,0.2562000000000068,-0.0999999999999996,0.0,-0.90382590382589
0.4603843990438321,-0.2130999999999971,0.0,0.0,-1.626580782413427
0.0696819489816533,-0.3519000000000005,0.2000000000000001,0.0,4.051706060333714
0.0696819489816533,-0.4358000000000004,0.0999999999999996,0.0,-0.8625779416211685
0.0696819489816533,1.008299999999991,0.1000000000000005,0.0,0.0188272096627031
0.425867517684793,0.0850000000000079,0.0999999999999996,0.0,1.715792829609029
0.425867517684793,-0.0164000000000044,0.0,0.0,0.8599368905819205
0.425867517684793,0.362400000000008,0.4000000000000003,0.0,0.1828822238478409
-0.1017777506290258,0.4832999999999998,0.0999999999999996,0.0,2.471047858239146
-0.1017777506290258,-0.0567000000000064,0.2999999999999998,0.0,-6.488264314546271
-0.1017777506290258,-0.0836999999999932,0.2999999999999998,0.0,-14.44703884525579
-1.7849950207742324,0.0903999999999882,0.4000000000000003,0.0,15.550863659789528
-1.7849950207742324,-0.539999999999992,0.5999999999999996,0.0,4.8610707434749685
-1.7849950207742324,0.5660000000000025,0.5,-0.1399999999999999,2.209875859011305
1.9830441019196456,-0.3089000000000084,0.3000000000000007,-0.01,5.710558145223772
1.9830441019196456,-0.2073999999999927,-0.0999999999999996,0.0,1.3822030070335956
1.9830441019196456,0.4483999999999923,-0.200000000000001,0.0,-1.3172574674172068
0.0927672520916189,0.0735000000000098,0.5999999999999996,0.0,-4.548715189711274
0.0927672520916189,-0.1582000000000079,-0.5,0.0,3.7068792283475176
0.0927672520916189,-0.0352000000000032,-1.0999999999999996,0.0,5.177476688475593
0.5844079674618143,0.5440000000000111,-0.2999999999999998,0.0,3.779692426175061
0.5844079674618143,0.2417999999999978,-0.5,0.0,-1.2325762235814324
0.5844079674618143,1.1081999999999963,0.2999999999999998,0.0,-0.6751222708445397
0.4958408869304378,1.0528000000000048,0.3000000000000007,0.0,3.698659089307938
0.4958408869304378,0.6488999999999976,-0.2000000000000001,0.0,5.16145664040171
0.4958408869304378,0.6345000000000027,-0.2999999999999998,0.0,-1.2644979387829238
0.504098057193886,0.8207000000000022,-0.6000000000000005,0.0,3.3876702938908494
0.504098057193886,0.465999999999994,-0.0999999999999996,0.0,4.159749315182211
0.504098057193886,1.645300000000006,0.0999999999999996,0.0,-7.068495332125721
0.4200304239594459,1.9639999999999984,-0.2000000000000001,0.0,0.8172165941545728
0.4200304239594459,1.1389999999999958,0.1000000000000005,0.0,-0.6052579847495707
0.4200304239594459,1.4873000000000047,-0.2000000000000001,0.0,0.190813966752728
0.0594000809842896,2.6709999999999923,0.0999999999999996,0.0,-1.8704501866325811
0.0594000809842896,2.2605999999999966,-0.3999999999999994,0.0,-6.158927936780046
0.0594000809842896,3.0077,-0.5,0.0,1.4981230933236702
-0.2402273804991068,2.490300000000019,-0.2000000000000001,0.0,1.3206837001284129
-0.2402273804991068,3.125199999999978,0.0,0.0,0.9998795325864478
-0.2402273804991068,3.164299999999997,0.2000000000000001,0.0,-3.6647628937348458
0.2173143632490308,1.7288000000000068,0.0999999999999996,0.0,0.9226043675171384
0.2173143632490308,1.4377000000000066,0.2000000000000001,0.0,1.6786145612888106
0.2173143632490308,4.093999999999994,0.0999999999999996,0.0,-2.796093724540228
-0.1637991066482556,1.7583999999999946,0.0,0.0,0.6125744834883307
-0.1637991066482556,0.6034000000000219,0.0,2.72,4.714892863467341
-0.1637991066482556,0.4047999999999945,0.0,0.0,-0.3545465066122375
