"Date","Price","Open","High","Low","Vol.","Change %"
"09/30/2021","933.72","933.72","933.72","933.72","","-0.04%"
"09/29/2021","934.13","934.13","934.13","934.13","","-0.60%"
"09/28/2021","939.79","939.79","939.79","939.79","","-1.50%"
"09/27/2021","954.09","954.09","954.09","954.09","","0.44%"
"09/24/2021","949.89","949.89","949.89","949.89","","-0.98%"
"09/23/2021","959.32","959.32","959.32","959.32","","-0.61%"
"09/22/2021","965.21","965.21","965.21","965.21","","-1.66%"
"09/21/2021","981.51","981.51","981.51","981.51","","0.47%"
"09/20/2021","976.91","976.91","976.91","976.91","","-2.44%"
"09/17/2021","1,001.38","1,001.38","1,001.38","1,001.38","","-0.98%"
"09/16/2021","1,011.26","1,011.26","1,011.26","1,011.26","","0.14%"
"09/15/2021","1,009.82","1,009.82","1,009.82","1,009.82","","-0.26%"
"09/14/2021","1,012.44","1,012.44","1,012.44","1,012.44","","-0.41%"
"09/13/2021","1,016.57","1,016.57","1,016.57","1,016.57","","0.75%"
"09/10/2021","1,008.96","1,008.96","1,008.96","1,008.96","","1.50%"
"09/09/2021","994.06","994.06","994.06","994.06","","-1.29%"
"09/08/2021","1,007.07","1,007.07","1,007.07","1,007.07","","-0.87%"
"09/07/2021","1,015.95","1,015.95","1,015.95","1,015.95","","-1.12%"
"09/06/2021","1,027.49","1,027.49","1,027.49","1,027.49","","-0.12%"
"09/03/2021","1,028.74","1,028.74","1,028.74","1,028.74","","1.80%"
"09/02/2021","1,010.51","1,010.51","1,010.51","1,010.51","","0.57%"
"09/01/2021","1,004.74","1,004.74","1,004.74","1,004.74","","0.09%"
"08/31/2021","1,003.85","1,003.85","1,003.85","1,003.85","","-0.29%"
"08/30/2021","1,006.72","1,006.72","1,006.72","1,006.72","","0.46%"
"08/27/2021","1,002.16","1,002.16","1,002.16","1,002.16","","1.25%"
"08/26/2021","989.78","989.78","989.78","989.78","","-0.25%"
"08/25/2021","992.29","992.29","992.29","992.29","","0.68%"
"08/24/2021","985.57","985.57","985.57","985.57","","0.68%"
"08/23/2021","978.92","978.92","978.92","978.92","","-0.13%"
"08/20/2021","980.20","980.20","980.20","980.20","","0.25%"
"08/19/2021","977.79","977.79","977.79","977.79","","-0.82%"
"08/18/2021","985.83","985.83","985.83","985.83","","0.28%"
"08/17/2021","983.09","983.09","983.09","983.09","","-0.16%"
"08/16/2021","984.64","984.64","984.64","984.64","","0.72%"
"08/13/2021","977.57","977.57","977.57","977.57","","0.64%"
"08/12/2021","971.40","971.40","971.40","971.40","","0.58%"
"08/11/2021","965.80","965.80","965.80","965.80","","0.33%"
"08/10/2021","962.60","962.60","962.60","962.60","","0.31%"
"08/09/2021","959.67","959.67","959.67","959.67","","-0.40%"
"08/06/2021","963.56","963.56","963.56","963.56","","0.17%"
"08/05/2021","961.97","961.97","961.97","961.97","","-0.11%"
"08/04/2021","963.03","963.03","963.03","963.03","","0.21%"
"08/03/2021","960.98","960.98","960.98","960.98","","-0.29%"
"08/02/2021","963.76","963.76","963.76","963.76","","-0.16%"
"07/30/2021","965.31","965.31","965.31","965.31","","-0.06%"
"07/29/2021","965.89","965.89","965.89","965.89","","0.16%"
"07/28/2021","964.39","964.39","964.39","964.39","","0.09%"
"07/27/2021","963.54","963.54","963.54","963.54","","-0.40%"
"07/26/2021","967.41","967.41","967.41","967.41","","0.28%"
"07/23/2021","964.74","964.74","964.74","964.74","","0.52%"
"07/22/2021","959.75","959.75","959.75","959.75","","0.05%"
"07/21/2021","959.26","959.26","959.26","959.26","","-0.04%"
"07/20/2021","959.65","959.65","959.65","959.65","","0.22%"
"07/19/2021","957.55","957.55","957.55","957.55","","-0.87%"
"07/16/2021","966.00","966.00","966.00","966.00","","-0.25%"
"07/15/2021","968.38","968.38","968.38","968.38","","0.09%"
"07/14/2021","967.50","967.50","967.50","967.50","","0.21%"
"07/13/2021","965.49","965.49","965.49","965.49","","1.30%"
"07/12/2021","953.08","953.08","953.08","953.08","","0.53%"
"07/09/2021","948.04","948.04","948.04","948.04","","0.40%"
"07/08/2021","944.23","944.23","944.23","944.23","","0.36%"
"07/07/2021","940.87","940.87","940.87","940.87","","-0.15%"
"07/05/2021","942.30","942.30","942.30","942.30","","0.83%"
"07/02/2021","934.53","934.53","934.53","934.53","","0.09%"
"07/01/2021","933.68","933.68","933.68","933.68","","0.99%"
"06/30/2021","924.50","924.50","924.50","924.50","","0.65%"
"06/29/2021","918.54","918.54","918.54","918.54","","0.28%"
"06/28/2021","916.00","916.00","916.00","916.00","","0.01%"
"06/25/2021","915.94","915.94","915.94","915.94","","-0.14%"
"06/23/2021","917.18","917.18","917.18","917.18","","0.02%"
"06/22/2021","916.97","916.97","916.97","916.97","","-0.49%"
"06/21/2021","921.46","921.46","921.46","921.46","","-0.33%"
"06/18/2021","924.51","924.51","924.51","924.51","","0.04%"
"06/17/2021","924.10","924.10","924.10","924.10","","-0.12%"
"06/16/2021","925.18","925.18","925.18","925.18","","0.45%"
"06/15/2021","921.04","921.04","921.04","921.04","","-0.65%"
"06/14/2021","927.04","927.04","927.04","927.04","","-0.61%"
"06/11/2021","932.73","932.73","932.73","932.73","","0.14%"
"06/10/2021","931.42","931.42","931.42","931.42","","-0.02%"
"06/09/2021","931.62","931.62","931.62","931.62","","-0.19%"
"06/08/2021","933.36","933.36","933.36","933.36","","-0.05%"
"06/07/2021","933.85","933.85","933.85","933.85","","0.24%"
"06/04/2021","931.58","931.58","931.58","931.58","","-0.05%"
"06/03/2021","932.04","932.04","932.04","932.04","","-0.18%"
"06/02/2021","933.73","933.73","933.73","933.73","","-0.28%"
"06/01/2021","936.34","936.34","936.34","936.34","","-0.20%"
"05/31/2021","938.24","938.24","938.24","938.24","","0.95%"
"05/28/2021","929.41","929.41","929.41","929.41","","1.10%"
"05/27/2021","919.33","919.33","919.33","919.33","","0.17%"
"05/26/2021","917.80","917.80","917.80","917.80","","-0.11%"
"05/25/2021","918.81","918.81","918.81","918.81","","0.59%"
"05/24/2021","913.46","913.46","913.46","913.46","","0.40%"
"05/21/2021","909.84","909.84","909.84","909.84","","0.27%"
"05/20/2021","907.35","907.35","907.35","907.35","","0.26%"
"05/19/2021","904.98","904.98","904.98","904.98","","-0.18%"
"05/18/2021","906.64","906.64","906.64","906.64","","0.07%"
"05/17/2021","906.03","906.03","906.03","906.03","","-0.19%"
"05/14/2021","907.79","907.79","907.79","907.79","","0.30%"
"05/12/2021","905.05","905.05","905.05","905.05","","0.25%"
"05/11/2021","902.81","902.81","902.81","902.81","","-0.61%"
"05/10/2021","908.37","908.37","908.37","908.37","","1.56%"
"05/07/2021","894.42","894.42","894.42","894.42","","-0.14%"
"05/06/2021","895.64","895.64","895.64","895.64","","0.23%"
"05/05/2021","893.60","893.60","893.60","893.60","","-0.02%"
"05/04/2021","893.77","893.77","893.77","893.77","","0.18%"
